feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
COG3538	mol_type	RNA	-9.05751483238965	0.560032340734378	82	51	3.10722168677912e-22	9.50261502915567e-20
X3P2TQ	mol_type	RNA	8.25959879063817	0.531903612002794	82	40	4.51707137505952e-22	1.35486081224622e-19
X3NU9E	mol_type	RNA	8.88633229479539	0.550293231820797	82	40	5.38340153766643e-22	1.5842436562827e-19
X332S7	mol_type	RNA	-8.52583531172185	0.536641227521703	82	52	6.38771327229089e-22	1.84498451681335e-19
X2ZGCU	mol_type	RNA	-7.72475874725277	0.487859489047746	82	47	6.83883846239576e-22	1.93937024541794e-19
X3P5VP	mol_type	RNA	8.53771782111622	0.50890263689982	82	52	7.81339864253399e-22	2.17617104692148e-19
X3NU75	mol_type	RNA	9.09968540098813	0.585316228746527	82	39	8.95218582262344e-22	2.4496007416747e-19
COG1263	mol_type	RNA	-8.98861619527645	0.569895327166492	82	50	1.05220255131966e-21	2.82951779188496e-19
X3P1S5	mol_type	RNA	8.5299523828666	0.551311823582386	82	39	1.13435544257662e-21	2.99873590472331e-19
X3NV6Q	mol_type	RNA	7.78000888663086	0.506872401390855	82	54	1.21346422736583e-21	3.15440025903746e-19
X3NZVT	mol_type	RNA	8.74251501400638	0.534754982479607	82	40	1.50314212015516e-21	3.84336190951803e-19
COG4652	mol_type	RNA	-9.86785356181194	0.628247047838087	82	51	1.55902923572398e-21	3.92196435315919e-19
X3NUET	mol_type	RNA	8.14273299220274	0.541022049726929	82	41	1.64497364564414e-21	4.07248475414471e-19
X3NUD1	mol_type	RNA	9.2523091651246	0.59463672652872	82	40	1.83515160177252e-21	4.4634405145573e-19
X3P1R7	mol_type	RNA	9.04296410497065	0.602094124540317	82	39	1.86012459733426e-21	4.4634405145573e-19
COG4114	mol_type	RNA	-8.43294831229489	0.543541381184379	82	48	2.05558305853999e-21	4.85771650970428e-19
X3NUYW	mol_type	RNA	8.59021831019933	0.568831503262397	82	43	2.42111391587181e-21	5.636136379978e-19
X3P3X3	mol_type	RNA	7.5666278098507	0.50913638103312	82	39	2.85228209149536e-21	6.54221232074312e-19
COG3581	mol_type	RNA	-10.8841363528493	0.699898846007768	82	52	2.94777133936756e-21	6.66324486668346e-19
X31GJC	mol_type	RNA	-8.87393625047354	0.590043730601303	82	53	3.38631452520001e-21	7.54519252136352e-19
X3P404	mol_type	RNA	8.85859445390841	0.593905974356569	82	40	3.79935182792969e-21	8.34626626200272e-19
X3357V	mol_type	RNA	-8.17254832691441	0.536687700842635	82	53	4.0090779342588e-21	8.68466507508813e-19
X3NUHW	mol_type	RNA	9.96793385269015	0.66003131482457	82	41	4.14364378247277e-21	8.85320713359284e-19
X3NYDF	mol_type	RNA	8.74301658068949	0.585193351460999	82	39	4.98286328433711e-21	1.05023944115954e-18
X3NUKD	mol_type	RNA	8.0349325539622	0.549572544037063	82	40	5.31406815206503e-21	1.10511361290344e-18
X3P569	mol_type	RNA	9.0128705988708	0.582481570056309	82	38	5.38588114904734e-21	1.10531037212752e-18
X3NUKK	mol_type	RNA	7.03416948171463	0.444618726383153	82	54	5.60502245583091e-21	1.13534461355318e-18
X3NTZ0	mol_type	RNA	6.79465831645672	0.461376797349304	82	39	5.9791043810547e-21	1.19559091065782e-18
X33CHW	mol_type	RNA	-9.04625776170871	0.600459619255843	82	55	6.41147201978605e-21	1.26581935560257e-18
X3NV4S	mol_type	RNA	8.0888234756562	0.528292595481396	82	53	7.24355154512855e-21	1.41222091811712e-18
X3NXQF	mol_type	RNA	7.87879912291565	0.530602302433488	82	32	7.67637295271553e-21	1.47812825856178e-18
X3P1R2	mol_type	RNA	8.81943855354166	0.615566129215031	82	40	1.08157039884252e-20	2.05722603789594e-18
COG1144	mol_type	RNA	-8.66841594669371	0.584830557763357	82	50	1.17769254820416e-20	2.2130687559446e-18
X3P3VF	mol_type	RNA	8.35299393902401	0.578920616053028	82	39	1.65949156083565e-20	3.08132022313733e-18
X3NUF5	mol_type	RNA	8.49539254576722	0.542539421944618	82	43	1.75114307113921e-20	3.21324452712451e-18
X3NXSP	mol_type	RNA	9.18836128036753	0.648564878326329	82	39	1.95819858485828e-20	3.55139806139937e-18
X3P44Z	mol_type	RNA	7.55918886596121	0.529788810784925	82	38	2.03326703363267e-20	3.64515700270905e-18
COG3382	mol_type	RNA	-8.09373982264046	0.551064902850993	82	50	2.10303745383533e-20	3.72739490539428e-18
X34A0Z	mol_type	RNA	-7.49317793197555	0.515227508124015	82	52	2.36806428711858e-20	4.14996614451556e-18
X33MCB	mol_type	RNA	8.25897939857721	0.570610263151458	82	76	2.46995015771093e-20	4.28042362331304e-18
X3NUUT	mol_type	RNA	10.1027796844394	0.670710781371942	82	41	2.55523527718849e-20	4.3795609470669e-18
X3P1VU	mol_type	RNA	9.30198001730821	0.652222244756117	82	39	2.90495988446173e-20	4.92485427369018e-18
X3NVEU	mol_type	RNA	8.10305754596033	0.535606995003046	82	40	3.52876165429125e-20	5.91807478730974e-18
X3P1RT	mol_type	RNA	7.45788866369803	0.534584973066856	82	41	3.87495241416195e-20	6.42953540464723e-18
X3P1RU	mol_type	RNA	7.76896015326502	0.55467910106998	82	39	4.52036059037286e-20	7.4214804345311e-18
X3PM6V	mol_type	RNA	10.102611789046	0.69044099779406	82	38	4.9798170169662e-20	8.09064645975227e-18
X3P1WK	mol_type	RNA	7.81518160676231	0.528891269030266	82	40	5.27829070700876e-20	8.4871649646614e-18
X3NV17	mol_type	RNA	9.15698460601745	0.660361770085705	82	50	5.43138341321249e-20	8.64421296896685e-18
COG3525	mol_type	RNA	-10.0316354461052	0.705127492280594	82	57	6.56006670864838e-20	1.03350869146251e-17
COG2064	mol_type	RNA	-9.77157740402907	0.684344120404356	82	53	6.65332648274093e-20	1.0377193315131e-17
X3NU1W	mol_type	RNA	8.48225754766854	0.608785727506647	82	39	8.41143415713816e-20	1.29894196583053e-17
COG3075	mol_type	RNA	-8.95885804835341	0.629450011211134	82	53	9.08416196955331e-20	1.38907523763846e-17
COG0815	mol_type	RNA	-9.65868306103165	0.676414855671931	82	56	9.64375141767123e-20	1.46032612486814e-17
X3P28W	mol_type	RNA	8.15825028270522	0.598238248614032	82	38	1.06900743887345e-19	1.60320279077973e-17
X3NUJI	mol_type	RNA	8.0571354985289	0.588560132574427	82	40	1.1983246838762e-19	1.78002572327781e-17
COG2156	mol_type	RNA	-8.06779982435715	0.571326812442628	82	49	1.32310668296859e-19	1.94683914474162e-17
X3NUWA	mol_type	RNA	7.42259009411846	0.523840865856198	82	40	1.62871939628615e-19	2.37412489942757e-17
COG2519	mol_type	RNA	-8.79958795668288	0.628463062755402	82	58	1.86547927140199e-19	2.69406298111638e-17
COG1486	mol_type	RNA	-8.70287260402628	0.626423265433215	82	53	2.20936341237991e-19	3.10445415701707e-17
COG2099	mol_type	RNA	-8.16971752324178	0.583267623710526	82	50	2.19183842647033e-19	3.10445415701707e-17
X3NV6I	mol_type	RNA	7.6545936428218	0.569845974789903	82	41	2.17483256624079e-19	3.10445415701707e-17
X3P76M	mol_type	RNA	7.16508245846384	0.512624100102991	82	33	2.29817340181357e-19	3.20041165607913e-17
COG0606	mol_type	RNA	-9.76929992131827	0.716852716063413	82	51	2.81479262594476e-19	3.88516111388146e-17
X3NW8J	mol_type	RNA	6.48763885345887	0.471050179070854	82	60	2.86204880552239e-19	3.91573466839761e-17
X3P85H	mol_type	RNA	9.74408164581699	0.686321482267611	82	38	2.90021478577017e-19	3.93344782727455e-17
COG2216	mol_type	RNA	-9.36366330355572	0.677417156533091	82	62	3.24678546682397e-19	4.36552697638391e-17
X3NUT0	mol_type	RNA	7.93464385526309	0.593953950487231	82	39	4.0710436269064e-19	5.42701431186831e-17
COG1429	mol_type	RNA	-10.5600496663795	0.76537094775582	82	57	4.19042253613458e-19	5.53881527932975e-17
COG0287	mol_type	RNA	-8.55124637966423	0.625744633090496	82	54	4.84458231924298e-19	6.34965970027167e-17
X34615	mol_type	RNA	-7.47787739771222	0.548376069024854	82	46	5.15800953885328e-19	6.70412289812455e-17
X3NV4I	mol_type	RNA	7.36546334081566	0.553475248195231	82	35	5.43712587574542e-19	7.00850018876044e-17
COG1069	mol_type	RNA	-9.00056394422073	0.660330079362838	82	59	5.67991538718529e-19	7.17241051858832e-17
COG3718	mol_type	RNA	-8.52744964509998	0.626441612394249	82	49	5.6422594933716e-19	7.17241051858832e-17
X3P1YW	mol_type	RNA	8.44041300778553	0.638866393044021	82	39	5.70224340773835e-19	7.17241051858832e-17
X3NXBK	mol_type	RNA	6.17760762532854	0.470970671817184	82	39	8.32874647653432e-19	1.03922767035605e-16
X3P73V	mol_type	RNA	6.92856220768047	0.499837222271194	82	38	1.05863356968938e-18	1.31043712590836e-16
X3P53R	mol_type	RNA	9.42951534857985	0.607206376052297	82	40	1.12196357264014e-18	1.37789494822584e-16
X3NU2R	mol_type	RNA	8.77588290801121	0.662166456036808	82	39	1.14576310628797e-18	1.39613024756042e-16
X3P3UI	mol_type	RNA	7.98733755259986	0.602218658270792	82	40	1.47117967968425e-18	1.77875887318103e-16
COG4850	mol_type	RNA	-8.70421785202804	0.652158257313079	82	50	1.75613537169775e-18	2.10695718402845e-16
X3NYAS	mol_type	RNA	8.00719213037621	0.621140016722655	82	36	1.8009320064695e-18	2.14420889350418e-16
COG3669	mol_type	RNA	-8.98603108412643	0.678413053104796	82	49	1.87187437830025e-18	2.21178974835977e-16
COG0836	mol_type	RNA	-8.39525686280799	0.634670643146055	82	57	1.96206810802313e-18	2.30093054743134e-16
COG4409	mol_type	RNA	-10.2267420199801	0.77715410565643	82	61	2.1902118291695e-18	2.54930849996691e-16
X3NV8V	mol_type	RNA	9.04484383439028	0.696507678197452	82	37	2.38256249970519e-18	2.7526538746594e-16
X3P2UG	mol_type	RNA	8.01262162040247	0.598792862897507	82	38	3.11497349538942e-18	3.57237070644035e-16
X3P6N1	mol_type	RNA	7.57600303879554	0.669513588354432	82	35	3.99713452770675e-18	4.55060636705417e-16
X3NVQC	mol_type	RNA	8.33019141357366	0.658741248271718	82	40	4.12449458254454e-18	4.6615755075324e-16
X33EJD	mol_type	RNA	-7.34121169607097	0.565970783640558	82	50	4.23660671900273e-18	4.75383848894141e-16
X3NWB7	mol_type	RNA	8.40767557625051	0.657814087420577	82	40	4.45964253423424e-18	4.96836032903225e-16
X3NXXS	mol_type	RNA	8.63440397382873	0.686608819896577	82	44	4.62483159907968e-18	5.11585095396069e-16
COG2311	mol_type	RNA	-8.2258472791461	0.638995434526406	82	59	5.2511957917686e-18	5.76780991297288e-16
X3NWAG	mol_type	RNA	7.94837711902697	0.636700989611744	82	45	5.3416461940708e-18	5.8261297684561e-16
COG3033	mol_type	RNA	-8.02399547186586	0.629083982992228	82	57	7.19571305676554e-18	7.79385670460918e-16
X33R7M	mol_type	RNA	-8.05714273867664	0.631832101050401	82	56	7.79071113907238e-18	8.38011873352495e-16
COG0758	mol_type	RNA	-8.11564951419808	0.641315974830168	82	56	9.25393024884186e-18	9.88585959528674e-16
X2Z83I	mol_type	RNA	-8.50154985745662	0.67019212477526	82	61	1.02508866937544e-17	1.08763999838427e-15
X32WI4	mol_type	RNA	-7.9593465395496	0.630952484297398	82	57	1.0681064643132e-17	1.12562544080358e-15
X3NUB4	mol_type	RNA	8.89290608749495	0.713891716170273	82	38	1.11230452906089e-17	1.16433649260153e-15
X3NWPJ	mol_type	RNA	7.59140077230796	0.60486373984591	82	38	1.16601095467178e-17	1.21241819066772e-15
X3NVGD	mol_type	RNA	6.95808083740638	0.559077435512884	82	38	1.19363772826702e-17	1.2329250097868e-15
X33M63	mol_type	RNA	-7.36186906489867	0.586071746575109	82	52	1.23391263197085e-17	1.26614048163483e-15
X3P1UC	mol_type	RNA	8.02732844924163	0.639465143613655	82	35	1.25412696957649e-17	1.27847178722121e-15
COG4668	mol_type	RNA	-8.76207692773841	0.697882048780239	82	57	1.44533322997911e-17	1.46382223298599e-15
X3NYM9	mol_type	RNA	8.15610873347588	0.612735121199097	82	39	1.78178613165427e-17	1.79293666422011e-15
COG1574	mol_type	RNA	-8.66888089441635	0.7027653801397	82	54	2.02422527333336e-17	2.02383599924233e-15
COG0863	mol_type	RNA	-8.45189597906129	0.685961807255518	82	49	2.23668420558617e-17	2.22201041748583e-15
COG5426	mol_type	RNA	-9.41700018928767	0.756100040981904	82	56	2.38943405929677e-17	2.35873436853492e-15
COG1330	mol_type	RNA	-9.41562817005951	0.760689878370823	82	60	2.59646345271614e-17	2.54698367748514e-15
COG2971	mol_type	RNA	-8.00186424357838	0.646872867976728	82	55	2.74702306823675e-17	2.67783242470553e-15
X31YCZ	mol_type	RNA	-7.88623293541269	0.645013559680542	82	48	3.39912490342087e-17	3.27413342583063e-15
X3P1RH	mol_type	RNA	7.91226555737702	0.662995261318767	82	38	3.40071561828917e-17	3.27413342583063e-15
COG1928	mol_type	RNA	-8.12707881688697	0.664361021247533	82	62	3.49577327873689e-17	3.32460828222312e-15
X3P2BQ	mol_type	RNA	6.61825458956092	0.501490193788608	82	41	3.49534741739603e-17	3.32460828222312e-15
X32YXE	mol_type	RNA	-7.99390618981881	0.654260230594529	82	56	4.08749405140545e-17	3.86379664968308e-15
X3NUY0	mol_type	RNA	7.6799415368806	0.631225649750605	82	41	4.18344890768455e-17	3.93067786826241e-15
COG3263	mol_type	RNA	-8.50704712196691	0.693089746236158	82	56	4.23074968428739e-17	3.95131753448087e-15
COG0005	mol_type	RNA	-8.02206629985137	0.658887923729818	82	54	4.26399793489434e-17	3.9586652256278e-15
X3NV08	mol_type	RNA	7.2494826547928	0.610241811816277	82	38	5.77427910106563e-17	5.32907876564028e-15
COG1830	mol_type	RNA	-9.06232505658553	0.749587933364825	82	49	6.28584592912059e-17	5.76707876214669e-15
X335QG	mol_type	RNA	-8.41556519252626	0.69159974479738	82	51	6.99320590934997e-17	6.378539916265e-15
COG2902	mol_type	RNA	-8.02238898171001	0.664815721922307	82	63	7.50045353787118e-17	6.80142871105679e-15
X3NVGP	mol_type	RNA	6.9884009444858	0.582129502214308	82	43	8.18453116441948e-17	7.37885159372547e-15
X3P0BQ	mol_type	RNA	7.89512811592994	0.623302860741474	82	40	1.03369656403106e-16	9.26584213171978e-15
COG3142	mol_type	RNA	-8.19531176652672	0.689782919648976	82	51	1.08585063306592e-16	9.67772132795954e-15
X332P4	mol_type	RNA	-7.9388942959022	0.667624842383689	82	50	1.10929422842971e-16	9.83048981864673e-15
X3P1TH	mol_type	RNA	7.35354308114488	0.626807355351879	82	37	1.20812836733586e-16	1.06458633589477e-14
COG2087	mol_type	RNA	-7.75493911318018	0.656662103718585	82	55	1.39718192131387e-16	1.22426103520968e-14
COG3845	mol_type	RNA	-8.31213954965462	0.707304658833586	82	69	1.4502945216052e-16	1.26370076276404e-14
COG2061	mol_type	RNA	-7.37423095616643	0.619867117738078	82	51	1.47795638041413e-16	1.28064920362884e-14
X3NTXF	mol_type	RNA	6.84650357906101	0.596146861968303	82	42	1.48669266527914e-16	1.28110196134579e-14
X2Z8UC	mol_type	RNA	-7.69422687815395	0.651722934257612	82	52	1.50556389927733e-16	1.2833231314423e-14
X2ZICA	mol_type	RNA	-7.38581674645645	0.631591789376907	82	55	1.5057263130983e-16	1.2833231314423e-14
COG3777	mol_type	RNA	-7.62031023117479	0.645408314339091	82	49	1.58423617513344e-16	1.34289845780197e-14
X32HK7	mol_type	RNA	-7.4215675109376	0.627809330991378	82	56	1.67173214202151e-16	1.40940574157349e-14
X3NVCP	mol_type	RNA	7.04885267746814	0.616778450034869	82	37	1.77544265775968e-16	1.48879457704719e-14
X2Z7VY	mol_type	RNA	-8.51588635283569	0.724613318015476	82	56	1.86482839830347e-16	1.55538655231761e-14
X3P57D	mol_type	RNA	7.92620386607743	0.658914625037913	82	38	2.05971355924998e-16	1.70879533955436e-14
X31X1U	mol_type	RNA	-7.13044040830205	0.605339472539934	82	51	2.09553929103763e-16	1.72931885303248e-14
X2ZCCT	mol_type	RNA	-6.84255923499137	0.584621695942379	82	52	2.38522496402854e-16	1.95801861915543e-14
X2ZAQK	mol_type	RNA	-8.02137194191236	0.688836820231493	82	52	2.4584472629833e-16	2.00756031208118e-14
X3NUSR	mol_type	RNA	7.25742495203896	0.635314702767924	82	39	2.91391073224917e-16	2.36709717140054e-14
COG4724	mol_type	RNA	-8.97109439204902	0.767347031154252	82	56	3.04926446245945e-16	2.46421646740829e-14
X3NXGM	mol_type	RNA	7.4312315235096	0.649879313697378	82	39	3.08753143056362e-16	2.48227977951035e-14
X3NU5Z	mol_type	RNA	7.48322252797604	0.657375806988967	82	40	3.10783774754693e-16	2.4857920691533e-14
COG0368	mol_type	RNA	-7.9702594130112	0.681946137077274	82	51	3.3594663034135e-16	2.6733467313439e-14
X3NXC1	mol_type	RNA	7.51143211947792	0.659740534243118	82	38	3.3854952478531e-16	2.68038423252613e-14
COG2240	mol_type	RNA	-7.66638526179	0.662170504372805	82	55	3.403805697282e-16	2.68127057881351e-14
X3P2W4	mol_type	RNA	6.73885669338709	0.595766525509072	82	36	3.81273041811236e-16	2.98829931313058e-14
COG1282	mol_type	RNA	-8.10572684923357	0.70302930119477	82	57	3.88764331656231e-16	3.03177864042112e-14
X334YM	mol_type	RNA	-7.61139102646253	0.659338508789213	82	50	3.97968857363632e-16	3.08811953646795e-14
X2ZC43	mol_type	RNA	7.09122040485506	0.59384790853577	82	38	4.00358198488177e-16	3.09128060486143e-14
X3067W	mol_type	RNA	-7.18815838747231	0.624233920332691	82	54	4.22325453634114e-16	3.24483256173954e-14
COG3962	mol_type	RNA	-9.06061806954074	0.781484191005287	82	54	4.41014418457854e-16	3.32777628231564e-14
X3NUH7	mol_type	RNA	6.81565828136849	0.605990324057187	82	45	4.40098448620181e-16	3.32777628231564e-14
X3NYHI	mol_type	RNA	6.95493756055504	0.609192945115912	82	35	4.36490231174703e-16	3.32777628231564e-14
X3PNHB	mol_type	RNA	6.98691237493814	0.592868468447914	82	41	4.41655248085746e-16	3.32777628231564e-14
X3NUYA	mol_type	RNA	7.53424039390643	0.671397441153271	82	38	4.49987711340742e-16	3.37425881431805e-14
X3P03P	mol_type	RNA	7.4104638332638	0.66214566425252	82	37	5.07520861838298e-16	3.7874654938239e-14
X2ZJ24	mol_type	RNA	-7.11391926657053	0.620805051643399	82	47	5.41204691234871e-16	4.01369074941347e-14
X32ZZ6	mol_type	RNA	-7.34295480102648	0.641897652703319	82	50	5.42981822226224e-16	4.01369074941347e-14
X3P4CI	mol_type	RNA	7.73309749379768	0.681536839384627	82	37	5.72527148689732e-16	4.21212544250649e-14
X3P3N3	mol_type	RNA	7.03924292956118	0.607842318873755	82	62	6.3411282418724e-16	4.64331348302741e-14
COG1877	mol_type	RNA	-7.96104232635347	0.697964856409702	82	56	6.39463855629389e-16	4.66061577394934e-14
X3P0K6	mol_type	RNA	6.03659930275876	0.519083233153392	82	60	6.44447563317917e-16	4.67509239305561e-14
COG2985	mol_type	RNA	-8.1135098715132	0.715328181786494	82	59	6.90756578176198e-16	4.98783812491396e-14
X3NUMX	mol_type	RNA	7.34099207862343	0.65881057010837	82	42	7.19148382939134e-16	5.16892042797312e-14
COG0738	mol_type	RNA	-8.54987871047442	0.759228966434369	82	54	7.26918969546944e-16	5.20080512294665e-14
COG1457	mol_type	RNA	-8.58236773320646	0.755043049338234	82	58	8.07741082169844e-16	5.75266559753564e-14
X3NTWE	mol_type	RNA	7.98154942022148	0.722180155072961	82	40	9.21610978583045e-16	6.53380292407261e-14
COG0630	mol_type	RNA	-9.17676795044876	0.81484523587112	82	51	9.37140255288911e-16	6.61383554829916e-14
X3NZZX	mol_type	RNA	7.21300720661614	0.654047946741914	82	37	1.00831034971448e-15	7.08406149752108e-14
COG1492	mol_type	RNA	-8.13068570779958	0.725223893327008	82	58	1.01401691440719e-15	7.09220709148384e-14
COG2109	mol_type	RNA	-7.27193618149487	0.649804100607483	82	54	1.05590382789431e-15	7.35220178735158e-14
X3P0NT	mol_type	RNA	7.16138852847146	0.615560417091699	82	38	1.06196558504391e-15	7.36154543552438e-14
X3P41A	mol_type	RNA	6.20943310029362	0.560744014816538	82	37	1.08337156717523e-15	7.47670191735929e-14
X3P5QE	mol_type	RNA	7.09809605661728	0.6225185240149	82	34	1.09007966262687e-15	7.48985572598739e-14
X3NWQY	mol_type	RNA	7.87534798909007	0.718731106852585	82	37	1.13246960990004e-15	7.74698618667144e-14
X3NWQ7	mol_type	RNA	6.24224413327086	0.543822683501427	82	61	1.32856181197275e-15	9.04872427132705e-14
X3NW1F	mol_type	RNA	8.48147827718351	0.762851117543903	82	38	1.37968502646842e-15	9.35606406862082e-14
COG1797	mol_type	RNA	-8.5171057526268	0.759898083535407	82	58	1.40234641649221e-15	9.46857015499093e-14
COG0161	mol_type	RNA	-8.38614935252544	0.758657167548573	82	51	1.42256865067201e-15	9.56370829505661e-14
X3P3VQ	mol_type	RNA	6.65586809907303	0.606934984541143	82	32	1.43028225199515e-15	9.57429711775468e-14
COG0050	mol_type	RNA	4.91838548027087	0.446921748359738	82	82	1.82051510762645e-15	1.21344333904486e-13
COG2986	mol_type	RNA	-8.4250056129411	0.766103842174483	82	55	1.90971688054387e-15	1.26748315684437e-13
COG0101	mol_type	RNA	-7.75019684545213	0.701417085365858	82	54	1.99417736218219e-15	1.3157973838635e-13
COG5542	mol_type	RNA	-7.8546415206029	0.707777086385916	82	64	1.99938436863274e-15	1.3157973838635e-13
X3P2WB	mol_type	RNA	7.14963307471609	0.642591870340277	82	38	2.02148388169386e-15	1.32475143288988e-13
X3NW4N	mol_type	RNA	6.8580256274412	0.631663198759208	82	45	2.18480911806177e-15	1.42579363240207e-13
COG3336	mol_type	RNA	-7.56217236785171	0.684959830652049	82	60	2.26139042343255e-15	1.46962110142823e-13
COG3256	mol_type	RNA	-8.16414323347341	0.747425694886564	82	57	2.45569353094547e-15	1.5892718673094e-13
