ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	set_annotation
GO:0008026	helicase activity	25	-0.638784537915482	-1.7492545056522524	0.005729291000238721	0.045015857859018515	0.035323448272148505	918	tags=76%, list=29%, signal=55%	cluster_1857/cluster_4176/cluster_5245/cluster_18581/cluster_5981/cluster_1119/cluster_20816/cluster_20817/cluster_1452/cluster_2265/cluster_1883/cluster_1353/cluster_1219/cluster_768/cluster_2320/cluster_4345/cluster_18592/cluster_21604/cluster_10904	GO_MF
GO:1901136	carbohydrate derivative catabolic process	24	-0.8010380396093828	-2.1948818789876516	8.315940620039531e-7	2.622863073466604e-4	2.2425770178460176e-4	237	tags=42%, list=7%, signal=39%	cluster_3069/cluster_5040/cluster_20724/cluster_10036/cluster_3789/cluster_328/cluster_21264/cluster_1471/cluster_1415/cluster_4222	GO_BP
GO:0009311	oligosaccharide metabolic process	19	-0.8312272854015198	-2.172092997634785	2.247278089872113e-6	2.622863073466604e-4	2.2425770178460176e-4	182	tags=47%, list=6%, signal=45%	cluster_3789/cluster_1461/cluster_3821/cluster_1547/cluster_21264/cluster_1471/cluster_1415/cluster_4222/cluster_475	GO_BP
GO:0043604	amide biosynthetic process	164	0.5790899576376798	1.9422386511341148	1.9301929362360714e-6	2.622863073466604e-4	2.2425770178460176e-4	796	tags=49%, list=25%, signal=39%	cluster_15378/cluster_1087/cluster_1134/cluster_14549/cluster_15338/cluster_940/cluster_4499/cluster_1425/cluster_885/cluster_756/cluster_2752/cluster_22110/cluster_10263/cluster_99/cluster_780/cluster_241/cluster_238/cluster_161/cluster_1277/cluster_602/cluster_95/cluster_151/cluster_115/cluster_177/cluster_955/cluster_134/cluster_321/cluster_1067/cluster_353/cluster_13725/cluster_574/cluster_119/cluster_432/cluster_663/cluster_1227/cluster_13722/cluster_735/cluster_362/cluster_604/cluster_269/cluster_2463/cluster_433/cluster_373/cluster_153/cluster_374/cluster_13723/cluster_1691/cluster_156/cluster_375/cluster_4122/cluster_1230/cluster_560/cluster_391/cluster_13726/cluster_15418/cluster_13724/cluster_592/cluster_896/cluster_364/cluster_14875/cluster_11546/cluster_1413/cluster_19/cluster_415/cluster_124/cluster_1512/cluster_416/cluster_7318/cluster_9423/cluster_14874/cluster_1617/cluster_131/cluster_310/cluster_162/cluster_1776/cluster_533/cluster_80/cluster_125/cluster_1464/cluster_102	GO_BP
GO:0043603	amide metabolic process	184	0.553299642344788	1.8824650292337377	2.512320951596364e-6	2.622863073466604e-4	2.2425770178460176e-4	517	tags=35%, list=16%, signal=31%	cluster_15378/cluster_1087/cluster_1134/cluster_14549/cluster_15338/cluster_940/cluster_1256/cluster_4499/cluster_1425/cluster_322/cluster_885/cluster_756/cluster_839/cluster_2752/cluster_578/cluster_22110/cluster_10263/cluster_99/cluster_3882/cluster_780/cluster_241/cluster_238/cluster_161/cluster_1277/cluster_602/cluster_95/cluster_151/cluster_115/cluster_177/cluster_955/cluster_134/cluster_321/cluster_1067/cluster_5483/cluster_353/cluster_13725/cluster_574/cluster_119/cluster_432/cluster_663/cluster_1227/cluster_13722/cluster_735/cluster_362/cluster_604/cluster_269/cluster_2463/cluster_433/cluster_373/cluster_153/cluster_374/cluster_13723/cluster_1691/cluster_156/cluster_375/cluster_4122/cluster_1230/cluster_560/cluster_391/cluster_13726/cluster_15418/cluster_13724/cluster_592/cluster_896	GO_BP
GO:1901566	organonitrogen compound biosynthetic process	485	0.44386136237777163	1.644467851503874	1.8542837726701462e-6	2.622863073466604e-4	2.2425770178460176e-4	774	tags=37%, list=24%, signal=33%	cluster_11301/cluster_4009/cluster_15378/cluster_4922/cluster_1087/cluster_2896/cluster_13176/cluster_6489/cluster_1134/cluster_14549/cluster_15338/cluster_539/cluster_940/cluster_4499/cluster_1425/cluster_885/cluster_756/cluster_5348/cluster_13247/cluster_579/cluster_2752/cluster_11143/cluster_4574/cluster_1870/cluster_596/cluster_1252/cluster_22110/cluster_2073/cluster_10263/cluster_1629/cluster_99/cluster_1708/cluster_2008/cluster_6850/cluster_40/cluster_780/cluster_5535/cluster_760/cluster_440/cluster_241/cluster_1225/cluster_238/cluster_161/cluster_1293/cluster_1277/cluster_602/cluster_511/cluster_95/cluster_8260/cluster_1400/cluster_151/cluster_115/cluster_177/cluster_143/cluster_955/cluster_486/cluster_134/cluster_297/cluster_1199/cluster_253/cluster_6437/cluster_3857/cluster_5621/cluster_321/cluster_1355/cluster_1067/cluster_871/cluster_1731/cluster_758/cluster_692/cluster_353/cluster_13725/cluster_574/cluster_119/cluster_821/cluster_11273/cluster_432/cluster_4615/cluster_663/cluster_1227/cluster_13722/cluster_1004/cluster_735/cluster_362/cluster_4151/cluster_604/cluster_269/cluster_657/cluster_510/cluster_2463/cluster_433/cluster_72/cluster_373/cluster_1091/cluster_917/cluster_153/cluster_374/cluster_548/cluster_160/cluster_13723/cluster_1213/cluster_1691/cluster_156/cluster_1645/cluster_375/cluster_965/cluster_1280/cluster_4122/cluster_1230/cluster_3596/cluster_560/cluster_2596/cluster_391/cluster_1296/cluster_13726/cluster_35/cluster_104/cluster_15418/cluster_659/cluster_13724/cluster_918/cluster_1073/cluster_734/cluster_6905/cluster_1245/cluster_592/cluster_896/cluster_5903/cluster_959/cluster_2244/cluster_2058/cluster_730/cluster_352/cluster_731/cluster_364/cluster_14875/cluster_1017/cluster_4839/cluster_21852/cluster_2526/cluster_11546/cluster_2009/cluster_1413/cluster_842/cluster_19/cluster_415/cluster_9299/cluster_124/cluster_1398/cluster_188/cluster_910/cluster_5369/cluster_1512/cluster_717/cluster_416/cluster_273/cluster_7318/cluster_697/cluster_9423/cluster_14874/cluster_2390/cluster_1617/cluster_1374/cluster_4788/cluster_1365/cluster_21120/cluster_131/cluster_298/cluster_310/cluster_5440/cluster_162/cluster_215/cluster_1332/cluster_1010/cluster_1776/cluster_533/cluster_1520/cluster_7932/cluster_1258/cluster_80	GO_BP
GO:0005988	lactose metabolic process	13	-0.8889784104154846	-2.122781013871749	3.621786612581326e-6	3.1509543529457533e-4	2.694100918832425e-4	182	tags=69%, list=6%, signal=66%	cluster_3789/cluster_1461/cluster_3821/cluster_1547/cluster_21264/cluster_1471/cluster_1415/cluster_4222/cluster_475	GO_BP
GO:0005984	disaccharide metabolic process	16	-0.8587293463578215	-2.1574287913973387	6.399764503203106e-6	3.3719483041815343e-4	2.883053198170943e-4	182	tags=56%, list=6%, signal=53%	cluster_3789/cluster_1461/cluster_3821/cluster_1547/cluster_21264/cluster_1471/cluster_1415/cluster_4222/cluster_475	GO_BP
GO:0006508	proteolysis	71	0.6787655633405446	2.0385444777218162	6.423075433692511e-6	3.3719483041815343e-4	2.883053198170943e-4	135	tags=14%, list=4%, signal=14%	cluster_1988/cluster_3301/cluster_17652/cluster_4380/cluster_1514/cluster_539/cluster_2578/cluster_5635/cluster_6426/cluster_4497	GO_BP
GO:0006412	translation	125	0.6043368621766356	1.9605785009983214	7.1056381888882905e-6	3.3719483041815343e-4	2.883053198170943e-4	796	tags=54%, list=25%, signal=43%	cluster_15378/cluster_14549/cluster_15338/cluster_885/cluster_22110/cluster_10263/cluster_99/cluster_780/cluster_241/cluster_238/cluster_161/cluster_1277/cluster_602/cluster_95/cluster_151/cluster_115/cluster_177/cluster_955/cluster_134/cluster_321/cluster_1067/cluster_353/cluster_13725/cluster_574/cluster_119/cluster_432/cluster_663/cluster_1227/cluster_13722/cluster_735/cluster_362/cluster_604/cluster_269/cluster_2463/cluster_433/cluster_373/cluster_153/cluster_374/cluster_13723/cluster_156/cluster_375/cluster_1230/cluster_560/cluster_391/cluster_13726/cluster_15418/cluster_13724/cluster_592/cluster_896/cluster_364/cluster_14875/cluster_11546/cluster_19/cluster_415/cluster_124/cluster_1512/cluster_416/cluster_7318/cluster_9423/cluster_14874/cluster_131/cluster_162/cluster_1776/cluster_533/cluster_80/cluster_125/cluster_1464/cluster_102	GO_BP
GO:0043043	peptide biosynthetic process	125	0.6043368621766356	1.9605785009983214	7.1056381888882905e-6	3.3719483041815343e-4	2.883053198170943e-4	796	tags=54%, list=25%, signal=43%	cluster_15378/cluster_14549/cluster_15338/cluster_885/cluster_22110/cluster_10263/cluster_99/cluster_780/cluster_241/cluster_238/cluster_161/cluster_1277/cluster_602/cluster_95/cluster_151/cluster_115/cluster_177/cluster_955/cluster_134/cluster_321/cluster_1067/cluster_353/cluster_13725/cluster_574/cluster_119/cluster_432/cluster_663/cluster_1227/cluster_13722/cluster_735/cluster_362/cluster_604/cluster_269/cluster_2463/cluster_433/cluster_373/cluster_153/cluster_374/cluster_13723/cluster_156/cluster_375/cluster_1230/cluster_560/cluster_391/cluster_13726/cluster_15418/cluster_13724/cluster_592/cluster_896/cluster_364/cluster_14875/cluster_11546/cluster_19/cluster_415/cluster_124/cluster_1512/cluster_416/cluster_7318/cluster_9423/cluster_14874/cluster_131/cluster_162/cluster_1776/cluster_533/cluster_80/cluster_125/cluster_1464/cluster_102	GO_BP
GO:0006518	peptide metabolic process	127	0.590593820094895	1.9227216147247717	6.200719007406379e-6	3.3719483041815343e-4	2.883053198170943e-4	796	tags=54%, list=25%, signal=42%	cluster_15378/cluster_14549/cluster_15338/cluster_885/cluster_22110/cluster_10263/cluster_99/cluster_780/cluster_241/cluster_238/cluster_161/cluster_1277/cluster_602/cluster_95/cluster_151/cluster_115/cluster_177/cluster_955/cluster_134/cluster_321/cluster_1067/cluster_353/cluster_13725/cluster_574/cluster_119/cluster_432/cluster_663/cluster_1227/cluster_13722/cluster_735/cluster_362/cluster_604/cluster_269/cluster_2463/cluster_433/cluster_373/cluster_153/cluster_374/cluster_13723/cluster_156/cluster_375/cluster_1230/cluster_560/cluster_391/cluster_13726/cluster_15418/cluster_13724/cluster_592/cluster_896/cluster_364/cluster_14875/cluster_11546/cluster_19/cluster_415/cluster_124/cluster_1512/cluster_416/cluster_7318/cluster_9423/cluster_14874/cluster_131/cluster_162/cluster_1776/cluster_533/cluster_80/cluster_125/cluster_1464/cluster_102	GO_BP
GO:0005990	lactose catabolic process	11	-0.9021921481811223	-2.050399435439311	1.2802826807810013e-5	4.773625424054876e-4	4.081502681587553e-4	182	tags=82%, list=6%, signal=77%	cluster_3789/cluster_1461/cluster_3821/cluster_1547/cluster_21264/cluster_1471/cluster_1415/cluster_4222/cluster_475	GO_BP
GO:0009313	oligosaccharide catabolic process	11	-0.9021921481811223	-2.050399435439311	1.2802826807810013e-5	4.773625424054876e-4	4.081502681587553e-4	182	tags=82%, list=6%, signal=77%	cluster_3789/cluster_1461/cluster_3821/cluster_1547/cluster_21264/cluster_1471/cluster_1415/cluster_4222/cluster_475	GO_BP
GO:0046352	disaccharide catabolic process	11	-0.9021921481811223	-2.050399435439311	1.2802826807810013e-5	4.773625424054876e-4	4.081502681587553e-4	182	tags=82%, list=6%, signal=77%	cluster_3789/cluster_1461/cluster_3821/cluster_1547/cluster_21264/cluster_1471/cluster_1415/cluster_4222/cluster_475	GO_BP
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	18	-0.7936878750990048	-2.050103396541092	8.828148332006824e-5	0.0029327237526445356	0.0025075113351911336	78	tags=33%, list=2%, signal=33%	cluster_1766/cluster_1103/cluster_526/cluster_3937/cluster_2581/cluster_6456	GO_BP
GO:0044272	sulfur compound biosynthetic process	59	0.6720203389090376	1.9591481153080554	8.989191578987083e-5	0.0029327237526445356	0.0025075113351911336	300	tags=39%, list=9%, signal=36%	cluster_1087/cluster_2896/cluster_13176/cluster_1134/cluster_6016/cluster_940/cluster_4499/cluster_1425/cluster_756/cluster_579/cluster_11143/cluster_4574/cluster_596/cluster_1629/cluster_1140/cluster_1831/cluster_40/cluster_5535/cluster_760/cluster_1225/cluster_1199/cluster_1355/cluster_758	GO_BP
GO:0009056	catabolic process	157	-0.4299548070801239	-1.645647719495666	1.0747401915174401e-4	0.0033000845880711985	0.0028216089238600286	261	tags=23%, list=8%, signal=22%	cluster_1090/cluster_350/cluster_1603/cluster_3069/cluster_5040/cluster_20591/cluster_20724/cluster_10036/cluster_581/cluster_2609/cluster_793/cluster_1229/cluster_2378/cluster_2031/cluster_3789/cluster_328/cluster_4973/cluster_1686/cluster_1461/cluster_2778/cluster_1810/cluster_3821/cluster_337/cluster_1419/cluster_1547/cluster_675/cluster_2197/cluster_1911/cluster_21264/cluster_1471/cluster_2205/cluster_10208/cluster_1415/cluster_4222/cluster_475/cluster_13389	GO_BP
GO:0019538	protein metabolic process	283	0.4503130470475857	1.6015424842942254	1.167079157780828e-4	0.003384529557564401	0.0028938103093512925	471	tags=22%, list=15%, signal=21%	cluster_1988/cluster_3301/cluster_15378/cluster_17652/cluster_4380/cluster_21410/cluster_1514/cluster_14549/cluster_15338/cluster_539/cluster_6016/cluster_2578/cluster_5635/cluster_322/cluster_885/cluster_6426/cluster_22110/cluster_6863/cluster_4497/cluster_10263/cluster_99/cluster_1533/cluster_780/cluster_2019/cluster_241/cluster_238/cluster_161/cluster_1277/cluster_602/cluster_95/cluster_151/cluster_115/cluster_177/cluster_1962/cluster_955/cluster_134/cluster_321/cluster_1067/cluster_353/cluster_13725/cluster_574/cluster_119/cluster_432/cluster_663/cluster_1227/cluster_13722/cluster_735/cluster_362/cluster_604/cluster_269/cluster_2463/cluster_433/cluster_373/cluster_153/cluster_374/cluster_13723/cluster_156/cluster_8280/cluster_375/cluster_1230/cluster_560/cluster_391/cluster_13726	GO_BP
GO:0044275	cellular carbohydrate catabolic process	22	-0.7310424939031405	-1.9638449657438055	2.7373915577180285e-4	0.006604400783604442	0.005646835919032634	182	tags=41%, list=6%, signal=39%	cluster_3789/cluster_1461/cluster_3821/cluster_1547/cluster_21264/cluster_1471/cluster_1415/cluster_4222/cluster_475	GO_BP
GO:0005996	monosaccharide metabolic process	25	-0.7079612011192595	-1.9553244879345644	2.4572252632294446e-4	0.006604400783604442	0.005646835919032634	416	tags=44%, list=13%, signal=39%	cluster_9349/cluster_668/cluster_828/cluster_1090/cluster_1229/cluster_2198/cluster_1713/cluster_1461/cluster_3821/cluster_475/cluster_2699	GO_BP
GO:0044248	cellular catabolic process	131	-0.4524575927700601	-1.688613715338274	2.783463931787313e-4	0.006604400783604442	0.005646835919032634	254	tags=21%, list=8%, signal=20%	cluster_350/cluster_3069/cluster_581/cluster_793/cluster_1229/cluster_2378/cluster_3789/cluster_328/cluster_1686/cluster_1461/cluster_2778/cluster_1810/cluster_3821/cluster_337/cluster_1419/cluster_1547/cluster_675/cluster_2197/cluster_1911/cluster_21264/cluster_1471/cluster_2205/cluster_10208/cluster_1415/cluster_4222/cluster_475/cluster_13389	GO_BP
GO:0005975	carbohydrate metabolic process	119	-0.45471857302410384	-1.6705291960420254	2.601154651459757e-4	0.006604400783604442	0.005646835919032634	261	tags=21%, list=8%, signal=20%	cluster_1090/cluster_350/cluster_2609/cluster_1229/cluster_2198/cluster_2031/cluster_3789/cluster_328/cluster_26/cluster_701/cluster_22076/cluster_1713/cluster_1686/cluster_1461/cluster_2778/cluster_2335/cluster_2214/cluster_3821/cluster_1547/cluster_21264/cluster_1471/cluster_1415/cluster_4222/cluster_475/cluster_2699	GO_BP
GO:0032392	DNA geometric change	27	-0.6870869701494541	-1.9302173483127472	3.420687807161095e-4	0.007439995980575382	0.006361279079983791	918	tags=74%, list=29%, signal=53%	cluster_1857/cluster_1220/cluster_4176/cluster_5245/cluster_18581/cluster_5984/cluster_20816/cluster_20817/cluster_1452/cluster_2265/cluster_1883/cluster_1353/cluster_1219/cluster_768/cluster_2320/cluster_916/cluster_4345/cluster_18592/cluster_21604/cluster_10904	GO_BP
