name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptococcus lutetiensis	150055	S	12	19	31	0.00000
Lactococcus piscium	1364	S	16	6	22	0.00000
Enterococcus faecium	1352	S	445	37	482	0.00007
Enterococcus faecalis	1351	S	55	8	63	0.00001
Tetragenococcus halophilus	51669	S	10	0	10	0.00000
Dolosigranulum pigrum	29394	S	498	2	500	0.00007
Carnobacterium maltaromaticum	2751	S	25	1	26	0.00000
Lactobacillus iners	147802	S	90	1	91	0.00001
Limosilactobacillus reuteri	1598	S	41	5	46	0.00001
Limosilactobacillus fermentum	1613	S	10	4	14	0.00000
Lentilactobacillus buchneri	1581	S	25	5	30	0.00000
Suicoccus acidiformans	2036206	S	201	2	203	0.00003
Filifactor alocis	143361	S	250	5	255	0.00004
Clostridioides difficile	1496	S	31	57	88	0.00001
Paraclostridium bifermentans	1490	S	11	0	11	0.00000
Clostridium botulinum	1491	S	41	7	48	0.00001
Clostridium tetani	1513	S	20	2	22	0.00000
Anaerostipes caccae	105841	S	32	1	33	0.00000
Mogibacterium pumilum	86332	S	18	0	18	0.00000
Thermoanaerobacter sp. X514	399726	S	18	0	18	0.00000
Corynebacterium resistens	258224	S	1659367	71320	1730687	0.24254
Corynebacterium jeikeium	38289	S	14341	3264	17605	0.00247
Corynebacterium urogenitale	2487892	S	7627	60	7687	0.00108
Corynebacterium striatum	43770	S	6292	375	6667	0.00093
Corynebacterium glaucum	187491	S	3396	26	3422	0.00048
Corynebacterium aurimucosum	169292	S	3082	2439	5521	0.00077
Corynebacterium diphtheriae	1717	S	2329	180	2509	0.00035
Corynebacterium coyleae	53374	S	1372	28	1400	0.00020
Corynebacterium simulans	146827	S	1260	103	1363	0.00019
Corynebacterium propinquum	43769	S	1231	10	1241	0.00017
Corynebacterium endometrii	2488819	S	1186	9	1195	0.00017
Corynebacterium timonense	441500	S	856	5	861	0.00012
Corynebacterium sp. FDAARGOS 1242	2778078	S	446	150	596	0.00008
Corynebacterium sp. zg-917	2763010	S	173	3	176	0.00002
Corynebacterium sp. zg-320	2768834	S	60	0	60	0.00001
Corynebacterium sp. 2039	2675219	S	49	0	49	0.00001
Corynebacterium sp. 4H37-19	2684405	S	36	0	36	0.00001
Corynebacterium sp. 1959	2675216	S	26	0	26	0.00000
Corynebacterium sp. NML98-0116	702967	S	17	0	17	0.00000
Corynebacterium sp. sy039	2599641	S	10	0	10	0.00000
Corynebacterium amycolatum	43765	S	795	995	1790	0.00025
Corynebacterium riegelii	156976	S	741	15	756	0.00011
Corynebacterium doosanense	1121358	S	737	14	751	0.00011
Corynebacterium kefirresidentii	1979527	S	649	42	691	0.00010
Corynebacterium urealyticum	43771	S	642	30	672	0.00009
Corynebacterium imitans	156978	S	590	8	598	0.00008
Corynebacterium macginleyi	38290	S	561	4	565	0.00008
Corynebacterium falsenii	108486	S	545	7	552	0.00008
Corynebacterium anserum	2684406	S	313	1	314	0.00004
Corynebacterium callunae	1721	S	312	10	322	0.00005
Corynebacterium glutamicum	1718	S	301	1207	1508	0.00021
Corynebacterium yudongzhengii	2080740	S	257	1	258	0.00004
Corynebacterium tuberculostearicum	38304	S	231	9	240	0.00003
Corynebacterium atypicum	191610	S	180	2	182	0.00003
Corynebacterium genitalium	38288	S	171	1	172	0.00002
Corynebacterium minutissimum	38301	S	166	17	183	0.00003
Corynebacterium kutscheri	35755	S	152	0	152	0.00002
Corynebacterium glucuronolyticum	39791	S	132	1	133	0.00002
Corynebacterium renale	1724	S	125	0	125	0.00002
Corynebacterium humireducens	1223514	S	120	0	120	0.00002
Corynebacterium flavescens	28028	S	117	1	118	0.00002
Corynebacterium kroppenstedtii	161879	S	104	0	104	0.00001
Corynebacterium silvaticum	2320431	S	101	2	103	0.00001
Corynebacterium singulare	161899	S	97	4	101	0.00001
Corynebacterium bovis	36808	S	73	0	73	0.00001
Corynebacterium terpenotabidum	89154	S	63	0	63	0.00001
Corynebacterium marinum	349751	S	63	2	65	0.00001
Corynebacterium matruchotii	43768	S	61	0	61	0.00001
Corynebacterium xerosis	1725	S	61	1	62	0.00001
Corynebacterium incognita	2754725	S	61	0	61	0.00001
Corynebacterium pseudotuberculosis	1719	S	51	2	53	0.00001
Corynebacterium mycetoides	38302	S	49	1	50	0.00001
Corynebacterium vitaeruminis	38305	S	47	0	47	0.00001
Corynebacterium rouxii	2719119	S	45	2	47	0.00001
Corynebacterium stationis	1705	S	39	1	40	0.00001
Corynebacterium qintianiae	2709392	S	38	0	38	0.00001
Corynebacterium provencense	1737425	S	37	0	37	0.00001
Corynebacterium epidermidicanis	1050174	S	36	0	36	0.00001
Corynebacterium ureicelerivorans	401472	S	35	0	35	0.00000
Corynebacterium efficiens	152794	S	35	0	35	0.00000
Corynebacterium uterequi	1072256	S	35	0	35	0.00000
Corynebacterium frankenforstense	1230998	S	33	0	33	0.00000
Corynebacterium glyciniphilum	1404244	S	28	0	28	0.00000
Corynebacterium casei	160386	S	24	1	25	0.00000
Corynebacterium segmentosum	43990	S	20	0	20	0.00000
Corynebacterium argentoratense	42817	S	20	0	20	0.00000
Corynebacterium pseudopelargi	2080757	S	19	0	19	0.00000
Corynebacterium sanguinis	2594913	S	13	0	13	0.00000
Corynebacterium ammoniagenes	1697	S	13	0	13	0.00000
Corynebacterium lizhenjunii	2709394	S	11	0	11	0.00000
Mycolicibacter hiberniae	29314	S	157	2	159	0.00002
Mycolicibacterium moriokaense	39691	S	31	0	31	0.00000
Mycolicibacterium fallax	1793	S	23	2	25	0.00000
Mycolicibacterium rutilum	370526	S	11	1	12	0.00000
Rhodococcus sp. p52	935199	S	43	28	71	0.00001
Rhodococcus sp. PBTS 1	1653478	S	15	0	15	0.00000
Nocardia mangyaensis	2213200	S	11	7	18	0.00000
Dietzia sp. oral taxon 368	712270	S	66	5	71	0.00001
Dietzia lutea	546160	S	25	0	25	0.00000
Gordonia amarae	36821	S	28	1	29	0.00000
Cutibacterium acnes	1747	S	1437200	26078	1463278	0.20506
Cutibacterium modestum	2559073	S	99	0	99	0.00001
Cutibacterium avidum	33010	S	29	0	29	0.00000
Tessaracoccus sp. J1M15	2829499	S	43	0	43	0.00001
Tessaracoccus aquimaris	1332264	S	27	0	27	0.00000
Microlunatus sagamiharensis	546874	S	29	0	29	0.00000
Nocardioides piscis	2714938	S	52	0	52	0.00001
Pimelobacter simplex	2045	S	59	0	59	0.00001
Actinopolymorpha singaporensis	117157	S	88	0	88	0.00001
Micrococcus luteus	1270	S	46307	14821	61128	0.00857
Micrococcus sp. MG-2010-D12	936902	S	2749	1943	4692	0.00066
Micrococcus sp. A1	404583	S	1526	1599	3125	0.00044
Micrococcus sp. A7	376418	S	1145	886	2031	0.00028
Micrococcus sp. KBS0714	1179670	S	983	3718	4701	0.00066
Micrococcus sp. KD337-16	2856555	S	298	21	319	0.00004
Micrococcus sp. 28	161213	S	278	253	531	0.00007
Kocuria turfanensis	388357	S	205	9	214	0.00003
Kocuria flava	446860	S	30	0	30	0.00000
Kocuria indica	1049583	S	20	6	26	0.00000
Rothia nasimurium	85336	S	177	1	178	0.00002
Rothia mucilaginosa	43675	S	29	0	29	0.00000
Arthrobacter sp. PGP41	2079227	S	125	4	129	0.00002
Arthrobacter sp. D5-1	1477518	S	28	4	32	0.00000
Dermabacter vaginalis	1630135	S	352	5	357	0.00005
Dermabacter jinjuensis	1667168	S	183	3	186	0.00003
Microbacterium sp. PAMC22086	2861281	S	45	8	53	0.00001
Microbacterium sp. CBA3102	2603598	S	25	0	25	0.00000
Microbacterium esteraromaticum	57043	S	16	0	16	0.00000
Microbacterium amylolyticum	936337	S	14	0	14	0.00000
Cryobacterium sp. LW097	1978566	S	41	1	42	0.00001
Cryobacterium soli	2220095	S	10	0	10	0.00000
Curtobacterium sp. TC1	2862880	S	26	0	26	0.00000
Mycetocola sp. JXN-3	2116510	S	24	0	24	0.00000
Glaciihabitans sp. INWT7	2596912	S	13	0	13	0.00000
Humibacter sp. WJ7-1	2599293	S	11	0	11	0.00000
Dermacoccus sp. PAMC28757	2762331	S	13	0	13	0.00000
Mobilicoccus sp. NJES-13	2716227	S	11	0	11	0.00000
Sanguibacter keddieii	60920	S	10	0	10	0.00000
Arcanobacterium haemolyticum	28264	S	670	21	691	0.00010
Actinomyces trachealis	2763540	S	422	2	424	0.00006
Actinomyces sp. MAS-1	2755559	S	97	0	97	0.00001
Trueperella pyogenes	1661	S	174	7	181	0.00003
Streptomyces sp. NHF165	2175864	S	35	0	35	0.00000
Streptomyces sp. WAC 01529	2203205	S	18	3	21	0.00000
Streptomyces sp. C8S0	2585716	S	10	0	10	0.00000
Streptomyces rubrolavendulae	285473	S	48	49	97	0.00001
Streptomyces hawaiiensis	67305	S	20	0	20	0.00000
Streptomyces venezuelae	54571	S	20	0	20	0.00000
Actinomadura verrucosospora	46165	S	68	1	69	0.00001
Bifidobacterium longum	216816	S	43	29	72	0.00001
Micromonospora maris	1003110	S	39	0	39	0.00001
Catellatospora sp. IY07-71	2728827	S	12	0	12	0.00000
Actinoplanes sp. N902-109	649831	S	11	0	11	0.00000
Amycolatopsis orientalis	31958	S	20	0	20	0.00000
Saccharomonospora glauca	40990	S	11	0	11	0.00000
Nakamurella multipartita	53461	S	18	0	18	0.00000
Synechococcus sp. BIOS-U3-1	1400865	S	39	4	43	0.00001
Acholeplasma axanthum	29552	S	11	0	11	0.00000
Dehalococcoides mccartyi	61435	S	23	0	23	0.00000
Escherichia coli	562	S	47	210	257	0.00004
Escherichia fergusonii	564	S	12	19	31	0.00000
[Enterobacter] lignolyticus	1334193	S	28	0	28	0.00000
Klebsiella pneumoniae	573	S	19	92	111	0.00002
Salmonella enterica	28901	S	12	272	284	0.00004
Serratia surfactantfaciens	2741499	S	54	8	62	0.00001
Sodalis praecaptivus	1239307	S	54	0	54	0.00001
Buchnera aphidicola	9	S	16	0	16	0.00000
Pseudomonas stutzeri	316	S	25	35	60	0.00001
Stenotrophomonas maltophilia	40324	S	58	49	107	0.00001
Colwellia sp. MT41	58049	S	31	0	31	0.00000
Pseudoalteromonas undina	43660	S	12	0	12	0.00000
Halomonas huangheensis	1178482	S	21	0	21	0.00000
Halomonas meridiana	29570	S	10	0	10	0.00000
Legionella cherrii	28084	S	12	0	12	0.00000
Agrobacterium tumefaciens	358	S	10	63	73	0.00001
Bartonella henselae	38323	S	27	0	27	0.00000
Bartonella kosoyi	2133959	S	11	0	11	0.00000
Methylorubrum populi	223967	S	32	5	37	0.00001
Azospirillum sp. TSH100	652764	S	13	0	13	0.00000
Ehrlichia canis	944	S	12	0	12	0.00000
Arcobacter venerupis	1054033	S	42	0	42	0.00001
Malaciobacter marinus	505249	S	22	0	22	0.00000
Sulfurospirillum sp. UCH001	1581011	S	16	0	16	0.00000
Helicobacter pylori	210	S	14	2	16	0.00000
Polynucleobacter asymbioticus	576611	S	10	2	12	0.00000
Dokdonia sp. PRO95	1239415	S	21	0	21	0.00000
Winogradskyella sediminis	1382466	S	14	0	14	0.00000
Gramella fulva	2126553	S	14	0	14	0.00000
Saprospira grandis	1008	S	83	0	83	0.00001
Bacteroides caccae	47678	S	16	6	22	0.00000
Porphyromonas cangingivalis	36874	S	21	0	21	0.00000
Chitinophaga sp. MD30	2033437	S	17	0	17	0.00000
Lignipirellula cremea	2528010	S	66	0	66	0.00001
Methylacidiphilum kamchatkense	431057	S	35	1	36	0.00001
Fusobacterium nucleatum	851	S	50	3	53	0.00001
Malassezia cuniculi	948313	S	159	0	159	0.00002
Marasmius oreades	181124	S	111	0	111	0.00002
Neurospora crassa	5141	S	20	0	20	0.00000
Colletotrichum higginsianum	80884	S	10	0	10	0.00000
Homo sapiens	9606	S	116	0	116	0.00002
Halobiforma lacisalsi	229731	S	15	0	15	0.00000
Candidatus Nitrososphaera evergladensis	1459637	S	20	0	20	0.00000
Streptococcus phage SpSL1	1566990	S	642	40	682	0.00010
Streptococcus phage phiARI0004	1701811	S	360	1630	1990	0.00028
Streptococcus phage K13	1448274	S	281	572	853	0.00012
Staphylococcus phage StB20	1147043	S	69	9	78	0.00001
Streptococcus phage phiARI0462	1701826	S	69	116	185	0.00003
Staphylococcus phage SPbeta-like	1732063	S	22	708	730	0.00010
Streptococcus phage PH10	644007	S	15	0	15	0.00000
Staphylococcus virus 23MRA	2846248	S	62	731	793	0.00011
Staphylococcus phage StB12	1147042	S	49	1	50	0.00001
Staphylococcus virus EW	320841	S	12	0	12	0.00000
Streptococcus phage EJ-1	12402	S	597	1	598	0.00008
