name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Citrobacter youngae	133448	S	14	7	21	0.00000
Citrobacter sp. RHB25-C09	2742624	S	208	2	210	0.00002
Citrobacter sp. R56	1573676	S	196	2	198	0.00002
Citrobacter sp. TSA-1	184912	S	191	260	451	0.00005
Citrobacter sp. RHBSTW-00887	2742668	S	80	100	180	0.00002
Citrobacter sp. BDA59-3	2781952	S	18	2	20	0.00000
Citrobacter farmeri	67824	S	246	13	259	0.00003
Citrobacter rodentium	67825	S	200	4	204	0.00002
Citrobacter koseri	545	S	186	217	403	0.00005
Citrobacter amalonaticus	35703	S	168	38	206	0.00002
Citrobacter tructae	2562449	S	101	2	103	0.00001
Citrobacter arsenatis	2546350	S	96	3	99	0.00001
Citrobacter pasteurii	1563222	S	71	10	81	0.00001
Citrobacter telavivensis	2653932	S	51	4	55	0.00001
Citrobacter cronae	1748967	S	24	26	50	0.00001
Salmonella enterica	28901	S	3311	5516	8827	0.00101
Salmonella bongori	54736	S	127	17	144	0.00002
Shigella dysenteriae	622	S	1759	1386	3145	0.00036
Shigella flexneri	623	S	941	2061	3002	0.00034
Shigella boydii	621	S	840	1871	2711	0.00031
Shigella sonnei	624	S	16	392	408	0.00005
Kosakonia arachidis	551989	S	425	26	451	0.00005
Kosakonia radicincitans	283686	S	161	64	225	0.00003
Kosakonia sp. SMBL-WEM22	2725560	S	33	6	39	0.00000
Kosakonia sp. MUSA4	2067958	S	28	9	37	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	28	15	43	0.00000
Kosakonia cowanii	208223	S	52	19	71	0.00001
Kosakonia oryzae	497725	S	49	20	69	0.00001
Kosakonia sacchari	1158459	S	41	9	50	0.00001
Kosakonia pseudosacchari	1646340	S	23	4	27	0.00000
Raoultella ornithinolytica	54291	S	393	273	666	0.00008
Raoultella planticola	575	S	41	3	44	0.00001
Raoultella terrigena	577	S	15	2	17	0.00000
Raoultella electrica	1259973	S	14	2	16	0.00000
Leclercia sp. 4-9-1-25	2815358	S	101	1	102	0.00001
Leclercia sp. 29361	2714951	S	96	10	106	0.00001
Leclercia sp. J807	2681307	S	12	16	28	0.00000
Leclercia sp. W6	2282310	S	11	20	31	0.00000
Leclercia sp. W17	2282309	S	10	19	29	0.00000
Leclercia adecarboxylata	83655	S	96	138	234	0.00003
Cronobacter sakazakii	28141	S	97	166	263	0.00003
Cronobacter condimenti	1163710	S	47	3	50	0.00001
Cronobacter dublinensis	413497	S	43	4	47	0.00001
Cronobacter malonaticus	413503	S	21	8	29	0.00000
Cronobacter universalis	535744	S	17	4	21	0.00000
Jejubacter calystegiae	2579935	S	362	0	362	0.00004
Yokenella regensburgei	158877	S	301	5	306	0.00003
Cedecea neteri	158822	S	170	9	179	0.00002
Cedecea sp. FDAARGOS_727	2545798	S	41	1	42	0.00000
Cedecea lapagei	158823	S	25	2	27	0.00000
Kluyvera intermedia	61648	S	116	3	119	0.00001
Kluyvera sp. CRP	2873269	S	13	31	44	0.00001
Kluyvera genomosp. 3	2774055	S	12	30	42	0.00000
Kluyvera ascorbata	51288	S	10	2	12	0.00000
Buttiauxella agrestis	82977	S	90	9	99	0.00001
Buttiauxella sp. 3AFRM03	2479367	S	62	5	67	0.00001
Lelliottia amnigena	61646	S	151	2	153	0.00002
Lelliottia sp. WB101	2153385	S	14	1	15	0.00000
[Enterobacter] lignolyticus	1334193	S	80	1	81	0.00001
Pluralibacter gergoviae	61647	S	70	1	71	0.00001
Candidatus Symbiopectobacterium sp. SyEd1	2871826	S	44	0	44	0.00001
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	14	4	18	0.00000
Candidatus Hamiltonella defensa	138072	S	11	0	11	0.00000
Candidatus Doolittlea endobia	1778262	S	17	5	22	0.00000
Scandinavium goeteborgense	1851514	S	87	0	87	0.00001
Shimwellia blattae	563	S	75	0	75	0.00001
Phytobacter ursingii	1972431	S	56	4	60	0.00001
Atlantibacter hermannii	565	S	56	0	56	0.00001
Pseudescherichia vulneris	566	S	36	0	36	0.00000
Candidatus Profftia tarda	1177216	S	25	0	25	0.00000
Yersinia pestis	632	S	58	128	186	0.00002
Yersinia enterocolitica	630	S	19	0	19	0.00000
Serratia marcescens	615	S	51	8	59	0.00001
Serratia symbiotica	138074	S	10	0	10	0.00000
Erwinia amylovora	552	S	49	8	57	0.00001
Morganella morganii	582	S	32	4	36	0.00000
Pseudomonas aeruginosa	287	S	10	7	17	0.00000
Bacteroides fragilis	817	S	85566	3319	88885	0.01014
Enterococcus faecium	1352	S	10609	3116	13725	0.00157
Enterococcus hirae	1354	S	22	0	22	0.00000
Enterococcus mundtii	53346	S	13	0	13	0.00000
Enterococcus faecalis	1351	S	11	0	11	0.00000
Lactobacillus paragasseri	2107999	S	47	48	95	0.00001
Lactobacillus gasseri	1596	S	25	35	60	0.00001
Clostridium perfringens	1502	S	4804	42	4846	0.00055
