k2_taxon	mgx_LIBID	mgx_alt_paired_counts	mgx_alt_rel_abun	mgx_counts	mgx_RPK	mgx_CPM	mgx_CPM_prok
Rothia_mucilaginosa	MHS476	9523	0.14313206567090958	19046	21806.409858140785	1098.109117490612	1150.416456905592
Schaalia_odontolytica	MHS476	16133	0.24248132053646793	32266	37396.47713567842	1883.1808065547807	1972.884257750357
Sphingobacterium_multivorum	MHS476	8828	0.13268611527279112	17656	19362.383598845212	975.0348683969668	1021.4796879420667
Staphylococcus_capitis	MHS476	19617	0.2948463438271798	39234	48045.94876497826	2419.4580740494134	2534.706561348034
Staphylococcus_cohnii	MHS476	12708	0.19100307576876183	25416	26146.56497040387	1316.6670521118563	1379.385182117661
Staphylococcus_epidermidis	MHS476	43712	0.6569976745360495	87424	116807.07794669912	5882.074037640003	6162.260804374054
Staphylococcus_hominis	MHS476	13839	0.20800216915044817	27678	33691.8605604654	1696.6267949355977	1777.443930691694
Stenotrophomonas_maltophilia	MHS476	12918	0.19415940610488397	25836	27968.101464742944	1408.3944774555055	1475.48195245143
Streptococcus_mitis	MHS476	29584	0.44465179363731905	59168	68469.69761838591	3447.940294422462	3612.1795129029365
Streptococcus_oralis	MHS476	22724	0.3415450026573295	45448	51888.9079056983	2612.9786259431567	2737.4452729223126
Streptococcus_salivarius	MHS476	17264	0.25948041391815424	34528	37434.868123605906	1885.114068111676	1974.9096083053525
Streptococcus_sanguinis	MHS476	11199	0.1683225877820557	22398	25900.53281635069	1304.2775687755704	1366.4055380225536
Streptococcus_sp._oral_taxon_061	MHS476	8263	0.1241940836541768	16526	19011.608789389385	957.3708412161847	1002.9742523343223
Corynebacterium_kefirresidentii	MHS499	21929	0.2074741402392353	43858	54874.7791407381	2166.328537995246	4117.774655650591
Corynebacterium_segmentosum	MHS499	23360	0.22101308386103047	46720	53683.52400986501	2119.3005585399665	4028.383495209795
Corynebacterium_ureicelerivorans	MHS499	27476	0.2599552864796949	54952	66364.8979402096	2619.931680459137	4979.987146046807
Cutibacterium_acnes	MHS499	211248	1.9986546206967024	422496	651778.6237857363	25730.70279774643	48909.12619869227
Epilithonimonas_vandammei	MHS499	21785	0.2061117308181742	43570	48960.8811014677	1932.8616103123497	3673.998847464589
Kytococcus_sedentarius	MHS499	14658	0.13868192565218257	29316	30905.064396952	1220.0599987835762	2319.0998286960325
Malassezia_furfur	MHS499	59474	0.5626940132513238	118948	130239.31597056692	5141.5450116420125	0
Malassezia_globosa	MHS499	1903567	18.00998343347989	3807134	4601589.4634454865	181660.04002009192	0
Malassezia_obtusa	MHS499	3453240	32.67171325823051	6906480	7126058.673432827	281320.20774231467	0
Malassezia_restricta	MHS499	28889	0.2733239289238574	57778	74253.6945220741	2931.363005255947	0
Malassezia_slooffiae	MHS499	19552	0.18498492361519123	39104	44675.74982362192	1763.6946027797069	0
Malassezia_sympodialis	MHS499	13160	0.12450908320253257	26320	27638.226067715877	1091.0928263874866	0
Micrococcus_luteus	MHS499	256719	2.4288637789263645	513438	698006.576203302	27555.674745577257	52378.047510602504
Moraxella_osloensis	MHS499	21203	0.2006053260747187	42406	53866.654184209256	2126.5301115160705	4042.12548747669
Paracoccus_sanguinis	MHS499	35187	0.3329104187422123	70374	84044.9631275588	3317.899496798592	6306.689967975241
Paracoccus_sp._AK26	MHS499	21047	0.1991293825352358	42094	49781.17595212735	1965.2449414597422	3735.553342974155
Paracoccus_sp._MC1862	MHS499	42931	0.40617776983038945	85862	112881.76915773751	4456.309469941115	8470.5887732249
Paracoccus_yeei	MHS499	14636	0.13847377976840933	29272	37516.24678076117	1481.0540891872101	2815.1994885071986
Staphylococcus_capitis	MHS499	16283	0.1540563375217962	32566	42656.10929933634	1683.9638963830512	3200.8920770502086
Staphylococcus_epidermidis	MHS499	74122	0.7012813271381549	148244	225394.00474872498	8898.030614900645	16913.44794134883
Staphylococcus_haemolyticus	MHS499	22613	0.21394558498927577	45226	54288.55880043508	2143.185923616887	4073.784988671966
Staphylococcus_hominis	MHS499	4266431	40.36545686602312	8532862	11061315.295084065	436674.978318311	830035.3002504084
Corynebacterium_kefirresidentii	MHS498	232757	2.738507087313805	465514	630299.6839515686	23889.005559048426	24022.707401677093
Corynebacterium_tuberculostearicum	MHS498	21215	0.24960550212179383	42430	53215.16100457667	2016.9092725765527	2028.197498262288
Cutibacterium_acnes	MHS498	8144121	95.81981671202666	16288242	25455136.802086037	964775.8360895782	970175.4876862069
Cutibacterium_granulosum	MHS498	16529	0.1944722764351228	33058	44530.44504839953	1687.7496156096074	1697.1956025070133
Malassezia_arunalokei	MHS498	2200	0.02588414351486903	4400	5176.625806308897	196.1994362566252	0
Malassezia_globosa	MHS498	2092	0.02461346737868455	4184	4969.124109352497	188.33490876547017	0
Malassezia_restricta	MHS498	58048	0.6829648921595988	116096	136701.04054461943	5181.109876217305	0
Micrococcus_luteus	MHS498	11834	0.1392331610704364	23668	28750.091846417035	1089.6580173360567	1095.756608773562
Staphylococcus_capitis	MHS498	8558	0.10068931827284051	17116	20574.41473495111	779.7914555438383	784.1557876720466
Staphylococcus_epidermidis	MHS498	2058	0.02421343970618202	4116	5155.685287165469	195.40576906788337	196.49941490090347
Corynebacterium_kefirresidentii	MHS497	60545	3.8322821906640305	121090	159814.09698749852	34710.501614535344	37821.089668889195
Corynebacterium_tuberculostearicum	MHS497	6384	0.40408439186058587	12768	15476.23806576072	3361.330423877078	3662.5566746342774
Cutibacterium_acnes	MHS497	1052848	66.64151688622087	2105696	3267648.6528356816	709710.3821126593	773311.2099303157
Cutibacterium_avidum	MHS497	3895	0.24653958431970263	7790	10166.905630259818	2208.180635789391	2406.067153933676
Cutibacterium_granulosum	MHS497	33734	2.135241678418703	67468	94112.93869154486	20440.670578998248	22272.46507255257
Cutibacterium_modestum	MHS497	4573	0.28945456202670095	9146	11557.121951109157	2510.125875658745	2735.071272601062
Lawsonella_clevelandensis	MHS497	11218	0.7100593214116623	22436	35793.1340847997	7774.01782357727	8470.68787591172
Malassezia_arunalokei	MHS497	7961	0.5039028577070996	15922	18750.673869243612	4072.514927534325	0
Malassezia_dermatis	MHS497	2757	0.17450825005633383	5514	5259.214958317008	1142.2646233525377	0
Malassezia_furfur	MHS497	12436	0.7871543698587478	24872	23768.243037737335	5162.295779205177	0
Malassezia_globosa	MHS497	49921	3.1598209470664633	99842	116214.25558001231	25240.92168325795	0
Malassezia_obtusa	MHS497	5008	0.3169885079006601	10016	9655.813771723979	2097.175066723279	0
Malassezia_restricta	MHS497	77075	4.878572133874476	154150	185252.75115262342	40235.59898150446	0
Malassezia_slooffiae	MHS497	6819	0.43161833773454494	13638	13156.45578389965	2857.489973267718	0
Malassezia_sympodialis	MHS497	3402	0.21533444566254903	6804	6614.12495102731	1436.5415762373632	0
Micrococcus_luteus	MHS497	6746	0.4269976985419035	13492	16149.213276960398	3507.4959223857354	3821.820821461786
Paracoccus_sp._MC1862	MHS497	2240	0.1417839971440652	4480	5444.33343495808	1182.4710588513592	1288.4384225941499
Skermanella_sp._TT6	MHS497	3027	0.19159828542637736	6054	6611.717633078755	1436.018723653548	1564.7078085083358
Staphylococcus_capitis	MHS497	172097	10.893125248438478	344194	453575.1890135774	98513.35162129356	107341.64393900626
Staphylococcus_epidermidis	MHS497	50857	3.219066403015948	101714	135387.30453514028	29405.17351871771	32040.323609583087
Staphylococcus_pettenkoferi	MHS497	2467	0.15615228614036109	4934	5470.8364445845455	1188.227326763704	1294.7105395254641
Stenotrophomonas_maltophilia	MHS497	3858	0.2441976165097337	7716	8320.941434519833	1807.250152156152	1969.2072104826154
Corynebacterium_kefirresidentii	MHS501	188171	1.4794559794800382	376342	467790.2030858844	13430.56876621374	13453.572245748977
Corynebacterium_striatum	MHS501	47462	0.3731602621981154	94924	113132.6289831686	3248.1132422989826	3253.6765142495587
Corynebacterium_tuberculostearicum	MHS501	3731533	29.338414577576167	7463066	10042130.189504474	288316.2562612475	288810.0757871388
Cutibacterium_acnes	MHS501	41037	0.32264501453423916	82074	118111.53025938282	3391.060819074351	3396.868927391443
Dermacoccus_sp._PAMC28757	MHS501	20605	0.1620025958154348	41210	48151.90613323568	1382.4733444192248	1384.841203728829
Haloterrigena_daqingensis	MHS501	48579	0.3819424461110414	97158	102555.12655189497	2944.42609186088	2949.469217474259
Kocuria_palustris	MHS501	17298	0.13600198507233155	34596	35396.3611701488	1016.2531400473579	1017.9937482611001
Kytococcus_sedentarius	MHS501	38350	0.301519026912008	76700	81398.27930907064	2336.998895017976	2341.0016373583194
Malassezia_obtusa	MHS501	28716	0.2257736734499406	57432	59554.23289909744	1709.8417516956595	0
Micrococcus_luteus	MHS501	183176	1.4401838141755927	366352	493570.0772140893	14170.726148688085	14194.997347818597
Moraxella_osloensis	MHS501	15168	0.11925529596352902	30336	38049.69641411828	1092.4321647872328	1094.3032501733958
Nocardioides_rotundus	MHS501	21077	0.16571359922358261	42154	44719.51166884041	1283.9270097958627	1286.1260818685867
Paracoccus_sanguinis	MHS501	41223	0.3241074014705008	82446	97957.40824457927	2812.4225323875617	2817.239566222418
Paracoccus_sp._AK26	MHS501	24706	0.19424586907139688	49412	59309.18660679564	1702.8063091875556	1705.7228252910588
Paracoccus_sp._MC1862	MHS501	46871	0.3685136456425744	93742	121300.82529150949	3482.6276068397992	3488.5925480330807
Paracoccus_yeei	MHS501	27109	0.21313896481245437	54218	66333.94063252593	1904.4916830708257	1907.75363989627
Pseudomonas_stutzeri	MHS501	15226	0.11971130909419124	30452	33611.5770324141	965.010796927375	966.6636387768018
Staphylococcus_capitis	MHS501	73978	0.5816368858643163	147956	207079.88202267812	5945.401543807855	5955.584651100065
Staphylococcus_caprae	MHS501	18043	0.1418593951127343	36086	54173.578592961654	1555.35957744518	1558.023551163084
Staphylococcus_cohnii	MHS501	28604	0.22489309637004112	57208	70014.38871391656	2010.159802500255	2013.602744544206
Staphylococcus_epidermidis	MHS501	6588923	51.804058705557985	13177846	18754317.759755857	538448.9727964232	539371.2122147308
Staphylococcus_haemolyticus	MHS501	360731	2.8361736661537305	721462	839733.9220588349	24109.321039934086	24150.61476939592
Staphylococcus_hominis	MHS501	1077968	8.475302800581055	2155936	2795584.874133231	80263.10650832506	80400.57877477467
Staphylococcus_warneri	MHS501	34378	0.2702899897570016	68756	86282.98898099113	2477.2421680043335	2481.4851148599328
Acinetobacter_baumannii	MHS484	2224	0.16885607600953004	4448	5600.899821526968	1478.683092655466	1483.8790874288434
Acinetobacter_johnsonii	MHS484	76062	5.774968908919457	152124	192758.33114561645	50889.76670105832	51068.589981794044
Acinetobacter_junii	MHS484	2485	0.18867236910237503	4970	5551.607909055079	1465.669626980416	1470.819893294486
Acinetobacter_lwoffii	MHS484	2066	0.156860005861371	4132	5182.465976073646	1368.2131552556657	1373.0209659616146
Acinetobacter_sp._NEB_394	MHS484	1618	0.12284583227671746	3236	4072.877383062206	1075.2727448624526	1079.0511823045329
Acinetobacter_sp._WCHA55	MHS484	2718	0.20636277634617928	5436	6608.107808809693	1744.5941907005065	1750.724579518482
Actinomyces_naeslundii	MHS484	2016	0.1530637811309409	4032	4547.210801058461	1200.500623921593	1204.7191038638578
Actinomyces_sp._oral_taxon_169	MHS484	1530	0.11616447675116053	3060	3412.632725123552	900.9627868522033	904.1287106087836
Candida_orthopsilosis	MHS484	57916	4.397243029751772	115832	100150.20033342681	26440.467188845792	26533.377245098738
Corynebacterium_bovis	MHS484	4782	0.36307093321833306	9564	9998.919089898493	2639.795938901831	2649.0720075668787
Corynebacterium_kefirresidentii	MHS484	46875	3.558960684778202	93750	122757.69914365784	32409.030691701548	32522.91388609305
Corynebacterium_matruchotii	MHS484	1448	0.10993866819325518	2896	3457.024862497361	912.6826720622898	915.8897787218185
Corynebacterium_tuberculostearicum	MHS484	5382	0.408625629983494	10764	13227.518550905868	3492.172447690486	3504.4437111383872
Cutibacterium_acnes	MHS484	894097	67.8838628560669	1788194	2766591.2729086913	730402.5906363997	732969.1771228879
Cutibacterium_granulosum	MHS484	1698	0.12891979184540558	3396	4084.0589950660687	1078.2247813468755	1082.0135920502855
Cutibacterium_modestum	MHS484	5143	0.39047967577203824	10286	12730.628885247157	3360.989535848215	3372.7998312038494
Empedobacter_falsenii	MHS484	35943	2.7289541097169687	71886	78760.36413234146	20793.376515370433	20866.44306778547
Empedobacter_stercoris	MHS484	2500	0.18981123652150408	5000	5714.501905479969	1508.6749664943973	1513.9763507325524
Haemophilus_parainfluenzae	MHS484	17276	1.311671568858202	34552	39014.81433983129	10300.228207201257	10336.422529159114
Lawsonella_clevelandensis	MHS484	30559	2.3201766307442573	61118	98694.2344045547	26056.080345462	26147.63969172232
Malassezia_furfur	MHS484	4053	0.30772197664866247	8106	12230.392299378771	3228.9230098574653	0
Malassezia_globosa	MHS484	425	0.03226791020865569	850	1032.9472814257051	272.7064809797301	0
Moraxella_osloensis	MHS484	5217	0.3960980883730747	10434	12731.162314482508	3361.1303655035517	3372.9411557252984
Pluralibacter_gergoviae	MHS484	2074	0.1574674018182398	4148	4676.64947226322	1234.6734855590444	1239.012046681206
Roseomonas_mucosa	MHS484	1996	0.15154529123876886	3992	4423.94686495925	1167.9579425575162	1172.0620696657495
Rothia_dentocariosa	MHS484	3625	0.27522629295618095	7250	8238.211121835146	2174.954719376281	2182.5973666820787
Staphylococcus_capitis	MHS484	11098	0.8426100411662609	22196	26985.01732453581	7124.2639833410585	7149.298176675294
Staphylococcus_epidermidis	MHS484	16782	1.2741648685215523	33564	43648.33891388805	11523.516368994058	11564.009244797957
Staphylococcus_hominis	MHS484	46199	3.5076357264227873	92398	119160.95006249261	31459.459689841864	31570.006154418086
Staphylococcus_saccharolyticus	MHS484	10045	0.7626615483434035	20090	23870.577807962152	6302.026628094094	6324.171533641406
Streptococcus_mitis	MHS484	4548	0.34530460147992026	9096	10151.88112759664	2680.179160557225	2689.5971331972996
Streptococcus_oralis	MHS484	10266	0.7794408616519044	20532	23438.607022509306	6187.982828468325	6209.726991632273
Streptococcus_sp._oral_taxon_431	MHS484	1888	0.1433454458210399	3776	4197.131532177752	1108.0768505140618	1111.970559417862
Veillonella_parvula	MHS484	4544	0.3450009035014859	9088	10060.946338048294	2656.171636744263	2665.505248530499
Candida_orthopsilosis	MHS483	29496	0.3638582295045405	58992	56870.94951182381	2258.7387922649673	2258.829531997037
Corynebacterium_kefirresidentii	MHS483	8261	0.10190645626312073	16522	19902.88680427887	790.4813070430046	790.5130628450711
Cutibacterium_acnes	MHS483	8020893	98.94453234422843	16041786	24988402.542315412	992462.3144778981	992502.1844109836
Haemophilus_parainfluenzae	MHS483	9194	0.11341580424683838	18388	20633.2369328398	819.4885626186004	819.5214837216784
Malassezia_globosa	MHS483	422	0.0052057286700202	844	1011.4362252571924	40.17112880127827	0
Moraxella_osloensis	MHS483	4147	0.05115676965538816	8294	10156.96405406116	403.40330023466595	403.41950605160446
Rothia_dentocariosa	MHS483	3379	0.04168283690994854	6758	7743.170561955003	307.53486399546847	307.54721851439587
Staphylococcus_capitis	MHS483	7006	0.08642496460227862	14012	16721.531341916394	664.1276755931165	664.1543554232721
Staphylococcus_epidermidis	MHS483	5694	0.07024032949548595	11388	14123.812228864352	560.9542806977335	560.9768157696542
Staphylococcus_hominis	MHS483	2885	0.03558892704504337	5770	6822.816312395249	270.98123048044647	270.9921165396641
Staphylococcus_saccharolyticus	MHS483	15077	0.18598760937889736	30154	35798.45770957107	1421.8043803726878	1421.8614981540675
Acinetobacter_johnsonii	MHS486	11296	0.21433091319275455	22592	27756.92446797906	2060.760258545856	2060.760258545856
Calothrix_sp._PCC_7716	MHS486	8857	0.16805319565759802	17714	19724.64550394276	1464.4189278002505	1464.4189278002505
Candida_orthopsilosis	MHS486	24767	0.4699303936831579	49534	49466.98362287523	3672.5824605589687	3672.5824605589687
Chroococcidiopsis_thermalis	MHS486	37956	0.7201791909653145	75912	87944.76024720166	6529.292071744139	6529.292071744139
Chryseobacterium_taklimakanense	MHS486	581350	11.030566252178458	1162700	1175895.274155838	87302.11634173413	87302.11634173413
Corynebacterium_kefirresidentii	MHS486	6335	0.12020063164625532	12670	15758.661073637595	1169.9719291994877	1169.9719291994877
Corynebacterium_tuberculostearicum	MHS486	46249	0.8775310202064188	92498	123297.3239030422	9153.976168273408	9153.976168273408
Cutibacterium_acnes	MHS486	104348	1.979904579482786	208696	313286.8905179931	23259.39151679698	23259.39151679698
Dermacoccus_nishinomiyaensis	MHS486	23462	0.4451692533045687	46924	49318.667106300156	3661.5709818414157	3661.5709818414157
Epilithonimonas_vandammei	MHS486	10368	0.19672299114575775	20736	23688.07610986955	1758.6763225494653	1758.6763225494653
Finegoldia_magna	MHS486	15296	0.29022712891256847	30592	35120.22678442042	2607.434685782419	2607.434685782419
Kocuria_palustris	MHS486	25179	0.4777477039022988	50358	51850.764351495585	3849.5617435589766	3849.5617435589766
Kocuria_rhizophila	MHS486	8552	0.1622661092089622	17104	18040.628231602932	1339.3922565800228	1339.3922565800228
Kytococcus_sedentarius	MHS486	26519	0.5031729361684364	53038	58111.77200733742	4314.398392536233	4314.398392536233
Micrococcus_luteus	MHS486	9454	0.17938070585378024	18908	21946.99747036332	1629.4132382536293	1629.4132382536293
Moraxella_osloensis	MHS486	1354411	25.69866735732223	2708822	3697621.0299863135	274522.86648507003	274522.86648507003
Paracoccus_contaminans	MHS486	27349	0.5189214009302978	54698	55299.70350765781	4105.621695567027	4105.621695567027
