mtx_LIBID	k2_taxon	mgx_LIBID	mgx_paired_counts	mgx_rel_abun	mgx_counts	mgx_RPK	mtx_paired_counts	mtx_rel_abun	mtx_counts	mtx_RPK	mtx_TPM	mgx_CPM	transcriptional_activity	mtx_TPM_prok	mgx_CPM_prok	prok_transcriptional_activity	subj_region	region
MHS329	Corynebacterium_sp._zg-917	MHS465	8772	0.5453955361128693	17544	20427.35948731043	0	0	0	0	0	4741.192219916847	0	0	5199.839823411606	0	SMT021_Ac	Ac
MHS329	Corynebacterium_tuberculostearicum	MHS465	5788	0.35986654845203914	11576	13703.099632569672	0	0	0	0	0	3180.4908219803833	0	0	3488.1612191666763	0	SMT021_Ac	Ac
MHS329	Corynebacterium_ureicelerivorans	MHS465	46580	2.8960925754830655	93160	107537.37818499947	0	0	0	0	0	24959.436441978694	0	0	27373.931610641997	0	SMT021_Ac	Ac
MHS329	Cutibacterium_acnes	MHS465	770353	47.89638479607355	1540706	2374434.496959817	45004	1.8554761986238535	90008	147054.55136147043	23270.6266130601	551106.4888578164	0.042225281471987605	1000000.0000000001	604418.7484458662	1.6544820996557217	SMT021_Ac	Ac
MHS329	Cutibacterium_avidum	MHS465	3060	0.19025425678355903	6120	7289.084933359371	0	0	0	0	0	1691.7973562772388	0	0	1855.4563616632158	0	SMT021_Ac	Ac
MHS329	Cutibacterium_granulosum	MHS465	16068	0.9990213718948454	32136	41778.966617478465	0	0	0	0	0	9696.902411983501	0	0	10634.949393899957	0	SMT021_Ac	Ac
MHS329	Cutibacterium_modestum	MHS465	9911	0.6162123983600829	19822	23912.322114171417	0	0	0	0	0	5550.052400961704	0	0	6086.946522714072	0	SMT021_Ac	Ac
MHS329	Dermacoccus_nishinomiyaensis	MHS465	149804	9.314002837648458	299608	322497.851430824	0	0	0	0	0	74851.78420116213	0	0	82092.70375235719	0	SMT021_Ac	Ac
MHS329	Dermacoccus_sp._PAMC28757	MHS465	4161	0.25870848446940825	8322	9251.641925759946	0	0	0	0	0	2147.307034329032	0	0	2355.030572962469	0	SMT021_Ac	Ac
MHS329	Finegoldia_magna	MHS465	2270	0.14113632774466636	4540	4930.090286305935	0	0	0	0	0	1144.274458157045	0	0	1254.9678689344712	0	SMT021_Ac	Ac
MHS329	Gordonia_bronchialis	MHS465	22367	1.3906591377378643	44734	48644.701863475406	0	0	0	0	0	11290.440262656315	0	0	12382.640943133865	0	SMT021_Ac	Ac
MHS329	Gordonia_polyisoprenivorans	MHS465	3552	0.2208441568938568	7104	7713.843579224207	0	0	0	0	0	1790.3838812937393	0	0	1963.5798283050206	0	SMT021_Ac	Ac
MHS329	Hyphomicrobium_denitrificans	MHS465	4702	0.2923449396719917	9404	10219.35196065253	0	0	0	0	0	2371.912632101878	0	0	2601.3637899441032	0	SMT021_Ac	Ac
MHS329	Kocuria_rhizophila	MHS465	4258	0.26473942006025963	8516	8873.563277927875	0	0	0	0	0	2059.554941615745	0	0	2258.7896265689774	0	SMT021_Ac	Ac
MHS329	Kocuria_sp._BT304	MHS465	3119	0.19392255781304596	6238	6395.04411548243	0	0	0	0	0	1484.2903912855363	0	0	1627.8758439051621	0	SMT021_Ac	Ac
MHS329	Lactobacillus_iners	MHS465	5030	0.3127382064121902	10060	12842.747305824909	0	0	0	0	0	2980.8029592155663	0	0	3269.156198299866	0	SMT021_Ac	Ac
MHS329	Lautropia_mirabilis	MHS465	3887	0.2416726457900961	7774	8317.274498405643	0	0	0	0	0	1930.440259165659	0	0	2117.184807264082	0	SMT021_Ac	Ac
MHS329	Lawsonella_clevelandensis	MHS465	4060	0.25242885050367636	8120	10017.233475328523	0	0	0	0	0	2325.0009110488045	0	0	2549.913980697427	0	SMT021_Ac	Ac
MHS329	Malassezia_arunalokei	MHS465	7548	0.4692938333994457	15096	17654.621798718817	0	0	0	0	0	4097.639519667597	0	0	0	0	SMT021_Ac	Ac
MHS329	Malassezia_globosa	MHS465	113242	7.040775342053528	226484	262372.94043749134	2380465	98.14452380137617	4760930	6172266.10152286	976729.3733869399	60896.78622886596	16.03909555614539	0	0	0	SMT021_Ac	Ac
MHS329	Malassezia_restricta	MHS465	41003	2.549344866305971	82006	99998.89373342664	0	0	0	0	0	23209.753432093643	0	0	0	0	SMT021_Ac	Ac
MHS329	Micrococcus_luteus	MHS465	11395	0.708479495440737	22790	27352.600655460596	0	0	0	0	0	6348.541401189052	0	0	6962.678766704615	0	SMT021_Ac	Ac
MHS329	Moraxella_osloensis	MHS465	105980	6.5892634424580345	211960	272334.07026727265	0	0	0	0	0	63208.765478062545	0	0	69323.37704866959	0	SMT021_Ac	Ac
MHS329	Paracoccus_sanguinis	MHS465	2061	0.12814183765716183	4122	4541.8118599210075	0	0	0	0	0	1054.1549958016021	0	0	1156.1305412151378	0	SMT021_Ac	Ac
MHS329	Paracoccus_sp._MC1862	MHS465	2568	0.15966435667326132	5136	5651.35658098176	0	0	0	0	0	1311.6804386965066	0	0	1438.5681626811836	0	SMT021_Ac	Ac
MHS329	Paracoccus_yeei	MHS465	3608	0.22432593414218335	7216	8035.601073812682	0	0	0	0	0	1865.0638285963005	0	0	2045.4840722128847	0	SMT021_Ac	Ac
MHS329	Pluralibacter_gergoviae	MHS465	4321	0.26865641946462704	8642	9725.5119799989	0	0	0	0	0	2257.2923222368972	0	0	2475.6554819569283	0	SMT021_Ac	Ac
MHS329	Pseudomonas_aeruginosa	MHS465	15239	0.947478633700868	30478	34273.76188198637	0	0	0	0	0	7954.943627594216	0	0	8724.479149778967	0	SMT021_Ac	Ac
MHS329	Pseudomonas_multiresinivorans	MHS465	2631	0.1635813560776287	5262	5606.502130312256	0	0	0	0	0	1301.2697161224507	0	0	1427.1503404710527	0	SMT021_Ac	Ac
MHS329	Pseudomonas_nitroreducens	MHS465	2938	0.18266895634970473	5876	6197.4624015888085	0	0	0	0	0	1438.4316553440553	0	0	1577.5808821446765	0	SMT021_Ac	Ac
MHS329	Pseudomonas_putida	MHS465	6115	0.3801976405985175	12230	13414.874833960454	0	0	0	0	0	3113.593816833829	0	0	3414.7928140708527	0	SMT021_Ac	Ac
MHS329	Pseudomonas_stutzeri	MHS465	3196	0.198710001529495	6392	7153.2286251958385	0	0	0	0	0	1660.2650932996526	0	0	1820.8737695328305	0	SMT021_Ac	Ac
MHS329	Pseudoxanthomonas_sp._X-1	MHS465	5624	0.3496699150819399	11248	11851.488201706787	0	0	0	0	0	2750.73162007425	0	0	3016.828501804651	0	SMT021_Ac	Ac
MHS329	Roseomonas_mucosa	MHS465	2797	0.1739023386351682	5594	6249.235712167881	0	0	0	0	0	1450.4482460086158	0	0	1590.7599189314012	0	SMT021_Ac	Ac
MHS329	Rothia_dentocariosa	MHS465	7413	0.46090026324722977	14826	16492.55706982051	0	0	0	0	0	3827.9241775982987	0	0	4198.225183965405	0	SMT021_Ac	Ac
MHS329	Rothia_kristinae	MHS465	2539	0.15786129345537792	5078	5324.164692716705	0	0	0	0	0	1235.7391680674837	0	0	1355.2805791070678	0	SMT021_Ac	Ac
MHS329	Rothia_mucilaginosa	MHS465	2592	0.16115654692254414	5184	5637.863924096537	0	0	0	0	0	1308.5487916576435	0	0	1435.133570234764	0	SMT021_Ac	Ac
MHS329	Schaalia_odontolytica	MHS465	2025	0.1259035522832376	4050	4549.641363080432	0	0	0	0	0	1055.9722242832538	0	0	1158.1235625036304	0	SMT021_Ac	Ac
MHS329	Sphingomonas_paucimobilis	MHS465	2174	0.13516756674753508	4348	5105.363078363767	0	0	0	0	0	1184.9552910656705	0	0	1299.5840340667792	0	SMT021_Ac	Ac
MHS329	Staphylococcus_capitis	MHS465	4036	0.25093666025439354	8072	9466.641167798894	0	0	0	0	0	2197.2083803290525	0	0	2409.7592138057416	0	SMT021_Ac	Ac
MHS329	Staphylococcus_cohnii	MHS465	2602	0.16177829285974532	5204	5777.9663150856695	0	0	0	0	0	1341.0665708920112	0	0	1470.7970142776924	0	SMT021_Ac	Ac
MHS329	Staphylococcus_epidermidis	MHS465	13812	0.8587554884622607	27624	34704.000216228895	0	0	0	0	0	8054.801988841925	0	0	8833.997485976179	0	SMT021_Ac	Ac
MHS329	Staphylococcus_hominis	MHS465	9450	0.5875499106551089	18900	22371.86205569972	0	0	0	0	0	5192.511464314669	0	0	5694.818232056044	0	SMT021_Ac	Ac
MHS329	Stenotrophomonas_maltophilia	MHS465	5824	0.36210483382596337	11648	12509.282673018291	0	0	0	0	0	2903.405783938835	0	0	3184.2718705704633	0	SMT021_Ac	Ac
MHS329	Streptococcus_mitis	MHS465	7362	0.45772935896750383	14724	16604.8821445479	0	0	0	0	0	3853.994838895953	0	0	4226.81783673083	0	SMT021_Ac	Ac
MHS329	Streptococcus_oralis	MHS465	9077	0.5643587871975051	18154	20435.715474392382	0	0	0	0	0	4743.131645370601	0	0	5201.9668626121265	0	SMT021_Ac	Ac
MHS329	Veillonella_parvula	MHS465	5825	0.36216700841968347	11650	13182.750775134456	0	0	0	0	0	3059.7177991113717	0	0	3355.7050046158342	0	SMT021_Ac	Ac
MHS329	Xanthomonas_campestris	MHS465	50953	3.1679820738211384	101906	110690.67140469406	0	0	0	0	0	25691.316119800966	0	0	28176.61096177631	0	SMT021_Ac	Ac
MHS330	Acinetobacter_baumannii	MHS466	12306	0.30132304469967963	24612	28437.035589562067	0	0	0	0	0	2601.0973753280073	0	0	2682.5167790480305	0	SMT021_Vf	Vf
MHS330	Actinomyces_naeslundii	MHS466	6767	0.16569584296137918	13534	14901.320012547458	0	0	0	0	0	1363.0036876201978	0	0	1405.668352375486	0	SMT021_Vf	Vf
MHS330	Actinomyces_oris	MHS466	18077	0.4426309669296367	36154	41635.28105603689	0	0	0	0	0	3808.323126185926	0	0	3927.531042447859	0	SMT021_Vf	Vf
MHS330	Actinomyces_sp._oral_taxon_171	MHS466	5323	0.1303382550736547	10646	10646	0	0	0	0	0	973.7752928053501	0	0	1004.2563522418524	0	SMT021_Vf	Vf
MHS330	Arthrobacter_woluwensis	MHS466	9742	0.23854128892119936	19484	20886.71673444089	0	0	0	0	0	1910.4798707329123	0	0	1970.2816041741935	0	SMT021_Vf	Vf
MHS330	Brevibacterium_casei	MHS466	8380	0.2051915418969052	16760	21059.465949933285	0	0	0	0	0	1926.2810089912255	0	0	1986.5773487733886	0	SMT021_Vf	Vf
MHS330	Chryseobacterium_gleum	MHS466	13382	0.3276698345661558	26764	28587.007235965608	0	0	0	0	0	2614.815079995404	0	0	2696.663874535249	0	SMT021_Vf	Vf
MHS330	Chryseobacterium_taklimakanense	MHS466	8924	0.21851185201527232	17848	19238.745970632932	0	0	0	0	0	1759.742202776708	0	0	1814.8255542152417	0	SMT021_Vf	Vf
MHS330	Corynebacterium_coyleae	MHS466	40827	0.9996843772106144	81654	103170.12390369351	0	0	0	0	0	9436.832388980218	0	0	9732.223585559195	0	SMT021_Vf	Vf
MHS330	Corynebacterium_kefirresidentii	MHS466	31580	0.7732635910625616	63160	79296.22530860662	0	0	0	0	0	7253.119013549448	0	0	7480.155736893606	0	SMT021_Vf	Vf
MHS330	Corynebacterium_matruchotii	MHS466	9611	0.23533364071254845	19222	22835.74994364373	0	0	0	0	0	2088.755315404981	0	0	2154.1374167866556	0	SMT021_Vf	Vf
MHS330	Corynebacterium_segmentosum	MHS466	20737	0.5077633656701818	41474	49097.19025643064	0	0	0	0	0	4490.853918643221	0	0	4631.426375375469	0	SMT021_Vf	Vf
MHS330	Corynebacterium_sp._zg-917	MHS466	60853	1.490038293443004	121706	151455.5519063116	0	0	0	0	0	13853.435506722193	0	0	14287.074965640522	0	SMT021_Vf	Vf
MHS330	Corynebacterium_tuberculostearicum	MHS466	27797	0.6806335668386962	55594	68481.45269240749	0	0	0	0	0	6263.906316671504	0	0	6459.978759825298	0	SMT021_Vf	Vf
MHS330	Corynebacterium_ureicelerivorans	MHS466	213492	5.227536117261824	426984	524121.7922444506	64291	9.92855995651207	128582	160776.86797896842	96581.45581102086	47940.71498295179	2.014601906654213	196268.3942511045	49441.35254648449	3.969721379822164	SMT021_Vf	Vf
MHS330	Cutibacterium_acnes	MHS466	1619614	39.657648441266616	3239228	5028810.303103984	38557	5.954417978305453	77114	120178.2145240855	72193.13985531604	459978.51074278075	0.15694894037275217	146707.57979744024	474376.7322103561	0.3092638610537599	SMT021_Vf	Vf
MHS330	Cutibacterium_avidum	MHS466	6412	0.1570033611745771	12824	15740.930589632477	0	0	0	0	0	1439.8017371734038	0	0	1484.8703301555984	0	SMT021_Vf	Vf
MHS330	Cutibacterium_granulosum	MHS466	40023	0.9799977424033218	80046	108322.81652917655	0	0	0	0	0	9908.142249032417	0	0	10218.286360337617	0	SMT021_Vf	Vf
MHS330	Cutibacterium_modestum	MHS466	23888	0.5849183237271207	47776	57541.775679881976	0	0	0	0	0	5263.268782755668	0	0	5428.019326112832	0	SMT021_Vf	Vf
MHS330	Dermabacter_jinjuensis	MHS466	5522	0.1352109420471015	11044	12417.154899292342	0	0	0	0	0	1135.7804478553248	0	0	1171.3325835417409	0	SMT021_Vf	Vf
MHS330	Dermacoccus_nishinomiyaensis	MHS466	544236	13.326088782315528	1088472	1179519.8196803178	78245	12.083498060339505	156490	161686.14508927453	97127.6743569655	107889.09052967455	0.9002548253963717	197378.39446825272	111266.2287722265	1.7739290407002717	SMT021_Vf	Vf
MHS330	Dermacoccus_sp._PAMC28757	MHS466	12287	0.3008578132801043	24574	27353.870937946554	0	0	0	0	0	2502.0217623481744	0	0	2580.3399068041163	0	SMT021_Vf	Vf
MHS330	Finegoldia_magna	MHS466	6641	0.16261062407366914	13282	14644.906364365357	0	0	0	0	0	1339.5498762978407	0	0	1381.4803911704905	0	SMT021_Vf	Vf
MHS330	Gordonia_bronchialis	MHS466	44499	1.0895964705095926	88998	95686.8341769118	0	0	0	0	0	8752.345948547743	0	0	9026.311389073497	0	SMT021_Vf	Vf
MHS330	Gordonia_polyisoprenivorans	MHS466	5344	0.13085245822160638	10688	11476.102797030871	0	0	0	0	0	1049.7036785124023	0	0	1082.5614440070206	0	SMT021_Vf	Vf
MHS330	Haemophilus_parainfluenzae	MHS466	5807	0.14218941334073135	11614	12772.264412447419	0	0	0	0	0	1168.2618371236463	0	0	1204.8307034297268	0	SMT021_Vf	Vf
MHS330	Hydrogenophilus_thermoluteolus	MHS466	5074	0.12424127489079916	10148	11240.215975308825	0	0	0	0	0	1028.1274283817138	0	0	1060.3098153084948	0	SMT021_Vf	Vf
MHS330	Hyphomicrobium_denitrificans	MHS466	11480	0.28109772088024726	22960	25295.35508068404	0	0	0	0	0	2313.7320871978586	0	0	2386.156398834319	0	SMT021_Vf	Vf
MHS330	Klebsiella_quasipneumoniae	MHS466	10378	0.25411429854487855	20756	23759.557856156964	0	0	0	0	0	2173.254781918552	0	0	2241.2818808475895	0	SMT021_Vf	Vf
MHS330	Kocuria_rhizophila	MHS466	9233	0.2260779840494183	18466	19173.847399697108	0	0	0	0	0	1753.8060178325336	0	0	1808.7035551438796	0	SMT021_Vf	Vf
MHS330	Kocuria_sp._BT304	MHS466	6687	0.1637369738263252	13374	13838.65800825643	0	0	0	0	0	1265.8034241990426	0	0	1305.4255317766392	0	SMT021_Vf	Vf
MHS330	Lactobacillus_iners	MHS466	8534	0.2089623649818841	17068	21515.567096377148	0	0	0	0	0	1967.9999670437549	0	0	2029.6021913040145	0	SMT021_Vf	Vf
MHS330	Lawsonella_clevelandensis	MHS466	9379	0.22965292022089187	18758	22973.11475815934	0	0	0	0	0	2101.319890125636	0	0	2167.095287118407	0	SMT021_Vf	Vf
MHS330	Malassezia_arunalokei	MHS466	17935	0.43915397421491587	35870	41493.96180476732	7949	1.227576536285241	15898	18691.211441143078	11228.135207195062	3795.3968444571965	2.958356047429572	0	0	0	SMT021_Vf	Vf
MHS330	Malassezia_globosa	MHS466	43269	1.0594788575581373	86538	106665.36033737013	300095	46.3441414840256	600190	762900.6028087558	458287.6366767733	9756.536961742511	46.97236719071717	0	0	0	SMT021_Vf	Vf
MHS330	Malassezia_restricta	MHS466	73537	1.8006169948058135	147074	183668.7936318138	25426	3.9265770551753105	50852	63916.15551286592	38395.54425257069	16799.937375354584	2.2854575820560346	0	0	0	SMT021_Vf	Vf
MHS330	Micrococcus_luteus	MHS466	23324	0.57110829632499	46648	56578.081328542845	0	0	0	0	0	5175.120957361142	0	0	5337.112302446486	0	SMT021_Vf	Vf
MHS330	Moraxella_osloensis	MHS466	294671	7.21527408619367	589342	780569.6672651434	8008	1.2366879988139656	16016	18741.79035703367	11258.5188400613	71397.656988173	0.15768751125721495	22879.044386204958	73632.54243080305	0.31071919603626047	SMT021_Vf	Vf
MHS330	Paracoccus_yeei	MHS466	8023	0.1964500883817268	16046	17817.481470081704	0	0	0	0	0	1629.7410516233995	0	0	1680.7551143416354	0	SMT021_Vf	Vf
MHS330	Pluralibacter_gergoviae	MHS466	5625	0.1377329860584835	11250	12430.286185811814	0	0	0	0	0	1136.9815489614125	0	0	1172.5712814470844	0	SMT021_Vf	Vf
MHS330	Prevotella_histicola	MHS466	5418	0.1326644121715313	10836	12248.488034242606	0	0	0	0	0	1120.3527166980482	0	0	1155.4219344116527	0	SMT021_Vf	Vf
MHS330	Pseudomonas_aeruginosa	MHS466	202523	4.958950672981734	405046	437739.99397443666	0	0	0	0	0	40039.48814625862	0	0	41292.801951825866	0	SMT021_Vf	Vf
MHS330	Pseudomonas_putida	MHS466	9863	0.24150407848796848	19726	21443.973078662733	0	0	0	0	0	1961.4513585933541	0	0	2022.8485986802857	0	SMT021_Vf	Vf
MHS330	Pseudoxanthomonas_sp._X-1	MHS466	8508	0.2083257325129916	17016	18060.2369717787	0	0	0	0	0	1651.945570667651	0	0	1703.6546779919138	0	SMT021_Vf	Vf
MHS330	Roseomonas_mucosa	MHS466	7898	0.19338935535820492	15796	17682.518209238566	0	0	0	0	0	1617.396143785198	0	0	1668.0237868927347	0	SMT021_Vf	Vf
MHS330	Rothia_dentocariosa	MHS466	11713	0.28680292723609196	23426	26977.15645992993	0	0	0	0	0	2467.564196019539	0	0	2544.8037516726426	0	SMT021_Vf	Vf
MHS330	Rothia_mucilaginosa	MHS466	6077	0.14880059667153855	12154	13322.105479199246	0	0	0	0	0	1218.5550595332525	0	0	1256.6982014579964	0	SMT021_Vf	Vf
MHS330	Schaalia_odontolytica	MHS466	5445	0.13332553050461202	10890	12730.080682542115	0	0	0	0	0	1164.4033481193105	0	0	1200.8514362196331	0	SMT021_Vf	Vf
MHS330	Sphingomonas_paucimobilis	MHS466	5554	0.1359944897011231	11108	12943.756360260355	0	0	0	0	0	1183.9479747993275	0	0	1221.007847704522	0	SMT021_Vf	Vf
MHS330	Staphylococcus_capitis	MHS466	17022	0.41679838021111226	34044	41438.303040128405	3087	0.4767302512910479	6174	7480.415404065647	4493.615399264737	3790.3058121602357	1.1855548396248425	9131.718624343683	3908.9497514720847	2.336105400409595	SMT021_Vf	Vf
MHS330	Staphylococcus_cohnii	MHS466	7963	0.1949809365304363	15926	17780.922632113346	0	0	0	0	0	1626.3970639146582	0	0	1677.306453317748	0	SMT021_Vf	Vf
MHS330	Staphylococcus_epidermidis	MHS466	273470	6.696149279540176	546940	762714.2083416576	79300	12.246423364878554	158600	230060.96402082112	138201.6151311294	69764.4421899961	1.980974989447373	280846.9685709659	71948.20483488872	3.9034604020415973	SMT021_Vf	Vf
MHS330	Staphylococcus_hominis	MHS466	63726	1.56038618125563	127452	162916.570121192	42578	6.575387314373255	85156	120244.01021597956	72232.66446970306	14901.75941880585	4.847257457300395	146787.89990168795	15368.213453847664	9.551396480957738	SMT021_Vf	Vf
MHS330	Staphylococcus_warneri	MHS466	5951	0.1457153777838285	11902	13768.366570268256	0	0	0	0	0	1259.373960963213	0	0	1298.7948138442853	0	SMT021_Vf	Vf
MHS330	Stenotrophomonas_maltophilia	MHS466	8291	0.20301229998415765	16582	17895.11944664828	0	0	0	0	0	1636.8424928561567	0	0	1688.0788444883747	0	SMT021_Vf	Vf
MHS330	Streptococcus_mitis	MHS466	19825	0.4854322575305663	39650	44839.846860430596	0	0	0	0	0	4101.440447666998	0	0	4229.823505836869	0	SMT021_Vf	Vf
MHS330	Streptococcus_oralis	MHS466	19688	0.4820776941367864	39376	44048.989215689486	0	0	0	0	0	4029.101763224473	0	0	4155.220479963274	0	SMT021_Vf	Vf
MHS330	Streptococcus_pneumoniae	MHS466	6244	0.15288973599096375	12488	14198.386301743292	0	0	0	0	0	1298.7072870884413	0	0	1339.3593495312232	0	SMT021_Vf	Vf
MHS330	Veillonella_parvula	MHS466	11863	0.2904758068643182	23726	25972.852823495195	0	0	0	0	0	2375.701893968561	0	0	2450.0659810105	0	SMT021_Vf	Vf
MHS330	Xanthomonas_campestris	MHS466	57727	1.4134954819907697	115454	128828.78021750273	0	0	0	0	0	11783.795151047794	0	0	12152.65084397864	0	SMT021_Vf	Vf
MHS331	Corynebacterium_kefirresidentii	MHS461	121928	1.376167964546135	243856	327674.9528199844	155324	3.1396021750260905	310648	469770.52357141057	31224.54303550509	12089.084265948577	2.5828708236781437	57897.60431474563	12842.87900404138	4.508148390756191	SMT017_Ch	Ch
MHS331	Corynebacterium_tuberculostearicum	MHS461	10124	0.11426681708110584	20248	25309.10223396969	0	0	0	0	0	933.7420116149527	0	0	991.9639413829567	0	SMT017_Ch	Ch
MHS331	Cutibacterium_acnes	MHS461	7946180	89.68635880615781	15892360	24755732.81171813	1727686	34.922141609552455	3455372	6026257.785259793	400551.1970575744	913326.2626593908	0.4385630999937128	742715.5839772247	970275.2023647584	0.765468994948109	SMT017_Ch	Ch
MHS331	Cutibacterium_granulosum	MHS461	106791	1.2053207885132728	213582	312348.9786946804	69128	1.3973012487136796	138256	220818.25169228646	14677.270405499761	11523.655046949547	1.2736645053762707	27215.09145520167	12242.193386735496	2.223056816329124	SMT017_Ch	Ch
