feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
COG0096	mol_type	RNA	4.44595716372949	0.314194648919043	72	68	3.39192706439318e-19	3.57880304605409e-17
COG0238	mol_type	RNA	3.73546894457515	0.256164287990332	72	51	3.91119401196631e-19	4.05025868794733e-17
COG1278	mol_type	RNA	4.16808801413415	0.289923997628973	72	70	4.36498963320068e-19	4.43800400524695e-17
COG0051	mol_type	RNA	4.56603968205153	0.324059398109975	72	63	4.77228755567259e-19	4.76547000202163e-17
COG0783	mol_type	RNA	6.01264218610477	0.395438352735671	72	60	5.44053083103829e-19	5.29142591085306e-17
COG1302	mol_type	RNA	5.03257870173816	0.324370972854421	72	71	5.48824575875317e-19	5.29142591085306e-17
COG0098	mol_type	RNA	5.41120523047516	0.369671837948948	72	71	6.88312754870771e-19	6.52380495802941e-17
COG0544	mol_type	RNA	3.18049058141236	0.209537175036476	72	72	1.0031078168887e-18	9.34896485340271e-17
COG0028	mol_type	RNA	3.14752859737328	0.259053476325972	72	72	1.05454184375322e-18	9.66720982011149e-17
COG0103	mol_type	RNA	3.99108872561151	0.247307606040794	72	69	1.16816690768805e-18	1.05361118512767e-16
COG0184	mol_type	RNA	4.21325211191942	0.308733445177853	72	37	2.36983798317372e-18	2.1035133336361e-16
COG0316	mol_type	RNA	4.15121006510149	0.303621602673913	72	58	2.6212070436741e-18	2.29027965441024e-16
COG4873	mol_type	RNA	8.29346872833085	0.621677111151182	72	29	4.07749703728855e-18	3.50790206654117e-16
X305CS	mol_type	RNA	9.3055489833142	0.688558009432258	72	25	4.60538499263205e-18	3.84377804161171e-16
COG0256	mol_type	RNA	4.51693988408978	0.321247269240932	72	69	4.60218494085182e-18	3.84377804161171e-16
COG2088	mol_type	RNA	8.66662588967114	0.656651114269623	72	35	5.61371447282884e-18	4.61645460765571e-16
COG0563	mol_type	RNA	4.05974027192003	0.30206697117862	72	72	6.23445511960073e-18	5.05261927953729e-16
COG0206	mol_type	RNA	3.07216042799921	0.263917844338936	72	72	7.64192837992837e-18	6.10480907150849e-16
COG2001	mol_type	RNA	3.95480300365198	0.340343655803413	72	65	8.28322473100102e-18	6.52391446419123e-16
COG0443	mol_type	RNA	4.23082262724464	0.305883924882498	72	72	9.00211944201966e-18	6.9916460999686e-16
COG0148	mol_type	RNA	4.13530590839195	0.283681729850188	72	72	1.51379230348365e-17	1.15960637823022e-15
COG0268	mol_type	RNA	3.81866145300956	0.292567825739615	72	48	1.65248196558088e-17	1.2487404258822e-15
COG0292	mol_type	RNA	4.05612084419482	0.310645314295655	72	55	2.1456880688548e-17	1.59982502413814e-15
COG0576	mol_type	RNA	4.03425312291431	0.312932216718428	72	71	9.30390743666682e-17	6.8457171560317e-15
X2ZFSE	mol_type	RNA	9.4242466238654	0.727448745947861	72	21	1.03487451082361e-16	7.51560813574759e-15
COG5547	mol_type	RNA	6.96023716197484	0.569044237893127	72	32	1.13147872875476e-16	8.11183211691872e-15
X3P7BC	mol_type	RNA	11.2584843133181	0.913609349893759	72	26	1.61994254829781e-16	1.14667325697232e-14
COG4932	mol_type	RNA	6.110196500342	0.500504369570846	72	71	1.72565134526514e-16	1.20623029034034e-14
COG0593	mol_type	RNA	-5.98717866410267	0.552995992182004	72	57	1.92240382949407e-16	1.32717064376924e-14
COG0203	mol_type	RNA	3.31420337438739	0.308196149180867	72	67	2.57897685063323e-16	1.75873640838305e-14
COG2151	mol_type	RNA	3.67910155965527	0.300847318357215	72	60	3.58709629562658e-16	2.40756641926105e-14
COG4988	mol_type	RNA	-6.62420151885277	0.62085827352446	72	49	3.61651608043505e-16	2.40756641926105e-14
X32X7X	mol_type	RNA	8.23435492403396	0.699809731454587	72	29	5.0675799312331e-16	3.33387140887712e-14
COG4496	mol_type	RNA	5.40921965611362	0.512051040068695	72	29	5.53415477469049e-16	3.59848761628712e-14
COG0201	mol_type	RNA	3.31329504444586	0.262933372206047	72	72	6.75413562337937e-16	4.34127889723419e-14
COG0794	mol_type	RNA	5.43619161396732	0.453233998351871	72	54	8.11168025883629e-16	5.15460409175142e-14
COG3237	mol_type	RNA	5.82525892298974	0.501246051523401	72	29	9.06595859737985e-16	5.6962742108481e-14
COG0091	mol_type	RNA	4.23823908733524	0.341819501653621	72	66	1.47304989835179e-15	9.14873557937712e-14
COG0267	mol_type	RNA	4.26985248816301	0.36600699202325	72	44	1.48879638362539e-15	9.14873557937712e-14
COG0579	mol_type	RNA	4.97733916469422	0.432343973289402	72	68	2.36261364062449e-15	1.43605820417089e-13
COG1069	mol_type	RNA	-7.33158624921147	0.617423892947958	72	39	2.76651950347709e-15	1.66348140467138e-13
X3NVIS	mol_type	RNA	11.829084673199	1.03128679757512	72	23	3.04130814199035e-15	1.8092548010649e-13
COG0224	mol_type	RNA	2.88877242498953	0.259781857530881	72	72	3.39849731516343e-15	2.00046284067304e-13
COG0088	mol_type	RNA	3.60083876728699	0.289681418727874	72	72	5.01689696438033e-15	2.89221523967163e-13
COG1393	mol_type	RNA	3.54793988529962	0.354023345737098	72	49	4.99787604275806e-15	2.89221523967163e-13
X3NYGG	mol_type	RNA	9.98260060237492	0.885410088070671	72	36	6.14777588324032e-15	3.50799619786529e-13
COG0459	mol_type	RNA	3.88262333513923	0.338334954161688	72	72	6.83853398777398e-15	3.862735561579e-13
COG0843	mol_type	RNA	3.0709136028987	0.282726795120664	72	72	7.61694599512791e-15	4.25939620047553e-13
COG0356	mol_type	RNA	3.41000154024546	0.31852825302712	72	72	9.10231706012213e-15	5.03961950497059e-13
COG0568	mol_type	RNA	3.66860531260842	0.311872958532354	72	72	9.32114391060665e-15	5.11018007334435e-13
COG1098	mol_type	RNA	6.53883369905786	0.604707534193826	72	40	1.10008180100538e-14	5.97248294293408e-13
COG0022	mol_type	RNA	3.92050331934505	0.355992805623459	72	72	1.19536146666267e-14	6.42736665536312e-13
COG1622	mol_type	RNA	3.20568315352837	0.304113489314864	72	72	1.62739841674442e-14	8.66705899660458e-13
COG0290	mol_type	RNA	3.62861333403203	0.330134028223729	72	71	1.7465262449547e-14	9.21374977527047e-13
COG0101	mol_type	RNA	-6.08263045188481	0.531007509558594	72	47	1.84080943203256e-14	9.62037976067857e-13
COG0469	mol_type	RNA	2.83717866802879	0.257782258804323	72	72	3.22046192461552e-14	1.66748361874537e-12
COG0225	mol_type	RNA	3.36368977939	0.31513184675986	72	72	3.28583173601556e-14	1.68572211631184e-12
COG0359	mol_type	RNA	4.20678793466447	0.39777929876458	72	70	4.35740592409434e-14	2.21514672068505e-12
COG0509	mol_type	RNA	2.97638100860757	0.275406475623931	72	66	7.14337738010403e-14	3.5987176855443e-12
COG0508	mol_type	RNA	2.82967116761714	0.302047170637529	72	72	7.3330677904407e-14	3.66129598965575e-12
COG0161	mol_type	RNA	-6.74568945880548	0.724862564396008	72	48	9.48238446466826e-14	4.69252158640928e-12
X3056J	mol_type	RNA	7.73397330289471	0.763917800490742	72	36	1.03265801540517e-13	5.06545931767167e-12
COG0822	mol_type	RNA	3.59426503800303	0.329110342560501	72	66	1.09752270753285e-13	5.33682346132495e-12
COG0532	mol_type	RNA	2.77847548274137	0.260141631157558	72	72	1.15062119324503e-13	5.54678768329847e-12
COG0656	mol_type	RNA	3.88105318751118	0.359204334259985	72	72	1.19091047440983e-13	5.6919413443588e-12
COG0758	mol_type	RNA	-6.48289343523433	0.701993719482022	72	38	1.27328461950145e-13	6.03407423072212e-12
COG4466	mol_type	RNA	5.20617101618449	0.503307460385566	72	29	1.33308082742439e-13	6.26435965290521e-12
COG0191	mol_type	RNA	3.27827929814095	0.321086742414582	72	72	1.46443703297949e-13	6.82427657368441e-12
COG0444	mol_type	RNA	-5.66028896253947	0.549069066564536	72	52	1.49890575007225e-13	6.92717434248267e-12
COG0055	mol_type	RNA	3.15912151396414	0.31403508095841	72	72	1.60751614449055e-13	7.36822154097637e-12
COG0130	mol_type	RNA	-5.67620794266875	0.516913713940804	72	51	1.68374734061716e-13	7.65489034856191e-12
COG0083	mol_type	RNA	-5.74595985383008	0.562451471300759	72	47	1.78767442278003e-13	8.06183497756928e-12
COG2738	mol_type	RNA	6.54070642750711	0.71527867562131	72	39	1.85438544790606e-13	8.29577873975255e-12
X3NX80	mol_type	RNA	8.61359781922547	0.850335415427175	72	34	2.1564249120678e-13	9.57041913355803e-12
COG0217	mol_type	RNA	3.18171294917736	0.298047013337773	72	72	2.22521237953116e-13	9.79794301286475e-12
COG0228	mol_type	RNA	4.01318317801186	0.441223059863164	72	56	2.26953047236897e-13	9.91501125116193e-12
X3NUQM	mol_type	RNA	9.35423597400359	0.923755520109796	72	27	2.69242102199647e-13	1.16713320581428e-11
COG2388	mol_type	RNA	3.13842973537663	0.313684800667452	72	54	2.86921835124786e-13	1.23420530924446e-11
COG0287	mol_type	RNA	-6.89289643072291	0.673892514856544	72	42	3.20768863804578e-13	1.36926678350779e-11
COG0542	mol_type	RNA	3.51109872386055	0.343732322877679	72	72	3.36306764225269e-13	1.42471774662705e-11
COG0776	mol_type	RNA	3.67380042255582	0.37257716337969	72	62	4.32441939444927e-13	1.81820701156093e-11
X3044Z	mol_type	RNA	6.94828621229005	0.701402754720286	72	17	4.47450248499651e-13	1.8672699922463e-11
COG0202	mol_type	RNA	3.43473006743007	0.353430132357153	72	72	5.04325930790735e-13	2.07841628975121e-11
COG3634	mol_type	RNA	3.57258818797265	0.348019988541974	72	72	5.05480356591854e-13	2.07841628975121e-11
COG4987	mol_type	RNA	-5.99005661962547	0.620058749111892	72	53	5.48599006102024e-13	2.23924499425001e-11
X3NUFA	mol_type	RNA	12.1845805646778	1.25507241489556	72	29	5.90144658095495e-13	2.39136878845653e-11
COG0636	mol_type	RNA	3.65695824824587	0.41296333392543	72	36	6.15912149308961e-13	2.47782786973792e-11
COG0126	mol_type	RNA	3.34876763432667	0.348642187612741	72	72	9.22517712735812e-13	3.68479932115619e-11
COG2130	mol_type	RNA	3.86504513108682	0.386449009602482	72	71	1.00855052031966e-12	3.99986844654435e-11
X3059S	mol_type	RNA	4.92792537518103	0.510095113808169	72	6	1.2235662439485e-12	4.81843833532397e-11
COG4472	mol_type	RNA	5.0767136693404	0.543301585412204	72	28	1.47084915251882e-12	5.75174018243724e-11
COG0086	mol_type	RNA	2.65585510554759	0.284358678017114	72	72	1.77880555876168e-12	6.90769491985785e-11
COG0696	mol_type	RNA	5.06652254253718	0.590845959597526	72	53	1.98174327543112e-12	7.64269544566263e-11
X3P0H0	mol_type	RNA	9.17083603066888	0.974914603748644	72	31	2.01443406677514e-12	7.71555842562096e-11
COG0071	mol_type	RNA	4.34354625059093	0.452706954093816	72	40	2.03828790246073e-12	7.7538135718098e-11
X3NU07	mol_type	RNA	10.9820501780053	1.15262506711879	72	21	2.65287719246362e-12	1.00235738244977e-10
COG0719	mol_type	RNA	2.471770271328	0.267236581991664	72	72	2.94036444178418e-12	1.10352469519846e-10
COG0526	mol_type	RNA	4.06542075081607	0.427705328456352	72	72	3.44468889812143e-12	1.28218212912055e-10
COG0587	mol_type	RNA	-5.55152901619374	0.657655611602903	72	64	3.462258610465e-12	1.28218212912055e-10
COG0753	mol_type	RNA	4.73049063238741	0.518748197826602	72	72	3.52356769070483e-12	1.2963020083172e-10
COG2740	mol_type	RNA	3.54924018236515	0.390417147479565	72	36	3.71150010144691e-12	1.35651689982295e-10
X305BU	mol_type	RNA	5.38089737841253	0.587131802234512	72	14	4.34082586372191e-12	1.57622715778785e-10
COG4512	region	Tw	5.482875782098	0.607805602597152	72	39	4.75190390662905e-12	1.71436429973353e-10
X3NUKK	mol_type	RNA	8.69695163383113	0.956855509580433	72	26	5.77580689623195e-12	2.07040462588007e-10
COG1028	mol_type	RNA	2.56335474712868	0.278299534626958	72	72	6.26110000365716e-12	2.23006823060196e-10
COG0711	mol_type	RNA	3.68581830247416	0.444418666706114	72	70	6.42097935368684e-12	2.27253902188714e-10
X33KPA	mol_type	RNA	6.65404416753999	0.741485206236824	72	24	6.76603590334395e-12	2.36472954821871e-10
COG2017	mol_type	RNA	-4.89679741674472	0.591235784801322	72	49	6.73050238831535e-12	2.36472954821871e-10
X347EJ	region	Tw	4.83859150104074	0.555196233632613	72	21	8.21131617641044e-12	2.85202981729734e-10
X3NV17	mol_type	RNA	10.8280169551954	1.20494064346792	72	25	9.74641922979974e-12	3.36431952673087e-10
COG1074	mol_type	RNA	-6.6122579052787	0.810051501657822	72	55	1.10944589468807e-11	3.80614812459858e-10
COG3861	mol_type	RNA	5.45422530294765	0.626252867141121	72	65	1.18055498347361e-11	4.02540455340512e-10
X3059S	region	Tw	4.56183816068355	0.525873991755584	72	6	1.23718997767582e-11	4.1929493061595e-10
COG0156	mol_type	RNA	-6.05508037018135	0.697168186301696	72	50	2.06316573764765e-11	6.95013421983475e-10
COG0229	mol_type	RNA	3.47735579122011	0.403265146530646	72	68	2.49642549830048e-11	8.359288255387e-10
X33K11	mol_type	RNA	4.59532736661323	0.535339280441621	72	21	2.91577476194037e-11	9.70536456474436e-10
COG0172	mol_type	RNA	3.50197350550602	0.378186423647705	72	72	3.13653666141951e-11	1.03173605945046e-09
X3NW98	mol_type	RNA	11.4890953516572	1.32958432966055	72	24	3.13024848324023e-11	1.03173605945046e-09
COG4264	mol_type	RNA	-5.21098965758982	0.612463833612326	72	50	3.15741700208751e-11	1.03253075296335e-09
COG5438	mol_type	RNA	-4.14171568009	0.471836836365434	72	36	3.38817347158778e-11	1.10155035192552e-09
COG4479	mol_type	RNA	5.21043131156779	0.613590559392916	72	21	3.48604823650408e-11	1.1268197536723e-09
X33MCB	mol_type	RNA	9.92428924374533	1.14666335754364	72	28	3.63367327370742e-11	1.16778741072252e-09
X32C2V	region	Tw	6.85384426579328	0.84059262219246	72	11	4.11951410320637e-11	1.31636130657886e-09
COG0484	mol_type	RNA	3.70166827720457	0.415352049388578	72	72	4.91236953392295e-11	1.56079377464188e-09
COG3118	mol_type	RNA	2.54927785629872	0.300781240639732	72	72	5.13232577631255e-11	1.61235762590673e-09
COG0413	mol_type	RNA	-5.15195178508952	0.660778850980756	72	39	5.1256346934736e-11	1.61235762590673e-09
COG4862	mol_type	RNA	5.64737471398046	0.680634324324446	72	40	5.45386353623219e-11	1.70379915612349e-09
X3NWIQ	mol_type	RNA	11.7624540726067	1.39851848417598	72	26	5.61493362004937e-11	1.74437271129534e-09
COG4284	mol_type	RNA	-5.05515920864692	0.583842272902317	72	52	6.61024373840978e-11	2.04223662901588e-09
X33GQN	mol_type	RNA	5.8144663855035	0.704697463576977	72	28	7.20389037083883e-11	2.21341510734784e-09
X30PGV	region	Tw	5.84195436902328	0.72439943754907	72	13	7.24391941635851e-11	2.21355176919545e-09
X30595	region	Tw	4.01523475607117	0.495460821933275	72	36	8.21707378548952e-11	2.48377711397067e-09
COG0333	mol_type	RNA	4.19571897847894	0.500569564606634	72	19	8.21151662274746e-11	2.48377711397067e-09
COG0056	mol_type	RNA	2.52056623161514	0.309937632495824	72	72	9.1145086981686e-11	2.74023293764295e-09
COG1359	mol_type	RNA	4.70934895490446	0.577316576957328	72	42	1.00745626419267e-10	3.01267135260182e-09
COG1825	mol_type	RNA	2.62084408750447	0.314403719187055	72	72	1.1852060617208e-10	3.52535760486315e-09
COG1176	mol_type	RNA	-4.3104267324748	0.568279927506388	72	23	1.24167071622897e-10	3.67376859531872e-09
COG1925	mol_type	RNA	3.37622081087897	0.401181007085915	72	50	1.28144953683364e-10	3.76921178046553e-09
COG1194	mol_type	RNA	-4.95397502014517	0.653871092151154	72	50	1.28740960312753e-10	3.76921178046553e-09
COG0612	mol_type	RNA	-5.91243971927349	0.780597626447499	72	57	1.29891722424547e-10	3.78309641561494e-09
X334YY	mol_type	RNA	6.55713375154951	0.811737478860035	72	22	1.417891529937e-10	4.10821214269828e-09
COG0736	mol_type	RNA	-5.02771847939561	0.621327465182713	72	21	1.55263551716434e-10	4.4754318618469e-09
X3NW2G	mol_type	RNA	10.920713793717	1.32895152340079	72	24	1.56685066503231e-10	4.49324559941573e-09
X32UHI	region	Tw	6.9269946133178	0.884201398226601	72	9	1.67992530128988e-10	4.78440303167996e-09
COG3610	mol_type	RNA	-5.67441702957209	0.708934969902732	72	61	1.68549248433647e-10	4.78440303167996e-09
COG1388	mol_type	RNA	3.25767019523621	0.435544833177608	72	67	1.92881846630992e-10	5.39297643180253e-09
X3054P	region	Tw	5.61785750935932	0.716042643151461	72	23	1.91415145071988e-10	5.39297643180253e-09
X3NVQC	mol_type	RNA	10.0110456563744	1.22256811864269	72	20	1.92528733264018e-10	5.39297643180253e-09
X3051Q	region	Tw	5.41786220337531	0.68994485815381	72	39	1.976298428058e-10	5.49823920880613e-09
COG1132	mol_type	RNA	-3.5803620067499	0.480469102916125	72	70	2.16533514766561e-10	5.99433373551786e-09
COG0234	mol_type	RNA	3.40907729783721	0.427397985924546	72	49	2.59725865882524e-10	7.1546159705176e-09
X302WR	mol_type	RNA	6.46400905318958	0.819895386826647	72	23	2.62420658833877e-10	7.19341335391688e-09
COG4836	region	Tw	4.09120634051111	0.529124010341998	72	1	3.01699544215063e-10	8.22977488414943e-09
COG0740	mol_type	RNA	2.3185629018412	0.288930624126484	72	72	3.03518664558671e-10	8.23920569034993e-09
X31YXA	region	Tw	4.41855934467604	0.570332758163869	72	1	3.26275950353823e-10	8.81417929651487e-09
COG0236	mol_type	RNA	2.92163392464145	0.36809142886346	72	57	3.3060993180949e-10	8.88832085903206e-09
X3050P	region	Tw	5.8142166342557	0.754283993584226	72	28	3.40746007804693e-10	9.11699366336767e-09
COG1277	mol_type	RNA	-5.0346566855586	0.628166784733849	72	43	3.64926881095989e-10	9.71748151947033e-09
COG0226	mol_type	RNA	3.1939519900443	0.410023921985614	72	71	3.69192659428004e-10	9.78448033896398e-09
COG1544	mol_type	RNA	2.87950705422606	0.36709129991636	72	69	3.7967653923326e-10	1.00148641858132e-08
X33GHC	region	Tw	5.0635889330236	0.657104607674379	72	6	3.99707950758054e-10	1.04937411297607e-08
COG2382	mol_type	RNA	-4.41341275196806	0.563592771035972	72	20	4.14383402570114e-10	1.08281868559443e-08
COG4896	mol_type	RNA	4.74867786767298	0.651385425657881	72	4	4.24822155938131e-10	1.10493278884001e-08
COG3527	mol_type	RNA	4.32739412591241	0.550366108951562	72	49	4.44366452944977e-10	1.15041537262422e-08
X30590	region	Tw	4.67558243647733	0.610982652543979	72	11	4.51486929889102e-10	1.15812610639443e-08
COG4347	region	Tw	4.82069609978551	0.662546777502952	72	10	4.50532394070793e-10	1.15812610639443e-08
COG0327	mol_type	RNA	-5.15795412861565	0.664398561843075	72	55	4.55596388564141e-10	1.16333105244323e-08
X33KPA	region	Tw	5.76165199197218	0.759826819783676	72	24	4.60274153691973e-10	1.16993321247523e-08
X331EY	region	Tw	5.7829769425312	0.764597100265967	72	20	4.65952605453443e-10	1.17900767859532e-08
COG0313	mol_type	RNA	-4.24991384395441	0.54903046492054	72	52	4.7592289398492e-10	1.19881118160526e-08
COG3125	mol_type	RNA	4.15604421070449	0.530280421642449	72	28	4.94645029683e-10	1.22935778043882e-08
COG0147	mol_type	RNA	-5.01378002617301	0.691128293635749	72	47	4.92765616374033e-10	1.22935778043882e-08
COG4195	region	Tw	4.59327153665362	0.602536449397352	72	36	4.93451179029006e-10	1.22935778043882e-08
COG1882	mol_type	RNA	5.25062084494043	0.666939640759886	72	59	5.10101095560819e-10	1.26216164883898e-08
COG0470	mol_type	RNA	-5.28683198312665	0.648462515021018	72	57	5.2470030711144e-10	1.29256569047012e-08
COG1346	mol_type	RNA	3.66488967321471	0.507719289748856	72	50	5.72755797338119e-10	1.40475895557665e-08
COG2077	mol_type	RNA	2.76926709684074	0.34673323418035	72	55	5.75310756582768e-10	1.40486364664229e-08
COG4873	region	Tw	4.65308981345128	0.623183587765271	72	29	5.89537833880135e-10	1.43334589872075e-08
COG0473	mol_type	RNA	-5.47472384155153	0.760128556893007	72	40	6.12107029666154e-10	1.48177597830872e-08
X348PH	region	Tw	5.04859653677389	0.670383382668318	72	2	6.40159045539604e-10	1.54300404424891e-08
X2Z8XT	region	Tw	5.16892875139975	0.689688389951167	72	24	6.52573110061603e-10	1.56617546414785e-08
X3058J	mol_type	RNA	5.0958606861087	0.667235225662456	72	23	7.99551177221019e-10	1.91072230043587e-08
COG5183	region	Tw	5.4412806704815	0.731460925288724	72	28	8.27924237715186e-10	1.97010737757588e-08
X3054N	region	Tw	4.59820033050709	0.621603767579491	72	10	8.51861918977974e-10	2.0184795978495e-08
COG1254	mol_type	RNA	3.69519076023099	0.493838157588643	72	29	8.64670170640746e-10	2.04018379503082e-08
X335J4	region	Tw	5.13319399450393	0.693352344283672	72	6	8.74912941420026e-10	2.05567780185747e-08
X305CC	region	Tw	4.81992738205014	0.645595596861092	72	3	9.22986152593004e-10	2.15955588506279e-08
X3P5VP	mol_type	RNA	10.1976436172717	1.33038591791718	72	21	9.37059309650861e-10	2.18334819148651e-08
COG1488	mol_type	RNA	-4.88276819784362	0.641701021818797	72	60	1.02474710929306e-09	2.37007538935573e-08
COG1646	region	Tw	5.56549210779495	0.752210062615637	72	20	1.02567640240359e-09	2.37007538935573e-08
COG1506	mol_type	RNA	-5.02422078071363	0.663070763169011	72	46	1.03864569146987e-09	2.39016736901215e-08
COG0390	mol_type	RNA	-5.06861946114266	0.668357936682657	72	44	1.07498287111827e-09	2.46364926856286e-08
COG1947	mol_type	RNA	-4.50073510905027	0.637081968592329	72	59	1.08500085926497e-09	2.4764591040856e-08
X3NUYW	mol_type	RNA	10.2329959695957	1.34584508096335	72	20	1.15927132959807e-09	2.63522165654977e-08
COG4837	region	Tw	5.58963368156371	0.765449159067518	72	4	1.18359895768456e-09	2.67962970500892e-08
X30589	region	Tw	5.04682631628936	0.694275750281066	72	8	1.21168639105809e-09	2.72501331853601e-08
COG4193	region	Tw	4.93463273931145	0.672968148573517	72	39	1.21339112359704e-09	2.72501331853601e-08
