PSM_delta	NF033392.1	DP_05054585	-	4.4e-05	11.5	1.2	8.7e-05	10.6	1.2	1.5	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_delta	NF033392.1	UniRef90_A0A2T9VBC8	-	1.3e-18	54.5	13.7	1.4e-18	54.4	13.7	1.0	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_A0A2T9VBC8	-	2.7e-08	21.3	5.1	2.7e-08	21.2	5.1	1.0	1	0	0	1	1	1	1	Delta lysin family
Delta_lysin	PF05372.13	MET_02238720	-	1.7e-05	12.3	0.1	3.6e-05	11.3	0.1	1.6	1	0	0	1	1	1	1	Delta lysin family
PSM_epsilo	NF033428.5	MET_01921970	-	1.9e-05	12.5	0.2	1.9e-05	12.5	0.2	1.8	2	0	0	2	2	2	1	NCBIFAM: epsilon family phenol-soluble modulin
PSM_delta	NF033392.1	MET_02103132	-	0.0024	6.0	11.4	0.0012	7.0	8.1	2.3	2	1	0	2	2	2	1	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_epsilo	NF033428.5	DP_02134414	-	0.00016	9.6	3.3	0.00011	10.2	1.0	1.9	2	0	0	2	2	2	1	NCBIFAM: epsilon family phenol-soluble modulin
PSM_delta	NF033392.1	MET_01707369	-	0.0037	5.4	10.1	0.00045	8.3	0.1	3.1	3	0	0	3	3	3	1	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_epsilo	NF033428.5	MET_00565589	-	4	-24.2	42.7	0.062	1.3	1.1	6.2	8	0	0	8	8	8	0	NCBIFAM: epsilon family phenol-soluble modulin
PSM_epsilo	NF033428.5	MET_00231832	-	4	-46.6	76.8	0.048	1.7	0.2	9.1	12	0	0	12	12	12	0	NCBIFAM: epsilon family phenol-soluble modulin
PSM_epsilo	NF033428.5	MET_00405678	-	4	-40.3	82.2	0.039	2.0	0.2	11.8	13	0	0	13	13	13	0	NCBIFAM: epsilon family phenol-soluble modulin
Delta_lysin	PF05372.13	DP_05761738	-	3.2e-05	11.4	0.4	5.3e-05	10.7	0.4	1.4	1	0	0	1	1	1	1	Delta lysin family
PSM_alpha_1_2	NF033425.2	UniRef90_UPI0016666350	-	6.5e-05	10.9	0.2	6.5e-05	10.9	0.2	1.7	3	0	0	3	3	3	1	NCBIFAM: alpha-1/alpha-2 family phenol-soluble modulin
PSM_alpha_1_2	NF033425.2	UniRef90_A0A1N7JKJ9	-	3.1e-05	11.9	0.0	5.4e-05	11.1	0.0	1.3	1	0	0	1	1	1	1	NCBIFAM: alpha-1/alpha-2 family phenol-soluble modulin
PSM_delta	NF033392.1	DP_02454012	-	0.00099	7.2	6.1	0.00024	9.2	2.0	2.1	2	0	0	2	2	2	1	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_epsilo	NF033428.5	MET_01468523	-	4	-8.3	20.8	0.0042	5.1	1.0	3.7	4	0	0	4	4	4	0	NCBIFAM: epsilon family phenol-soluble modulin
PSM_delta	NF033392.1	DP_03125891	-	0.00034	8.7	4.8	0.00012	10.1	1.1	2.2	2	0	0	2	2	2	1	NCBIFAM: PSM-delta family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_A0A0A9AZ65	-	5.6e-05	10.7	0.8	7.4e-05	10.3	0.1	1.6	2	0	0	2	2	2	1	Delta lysin family
PSM_epsilo	NF033428.5	MET_01512372	-	0.0018	6.2	6.2	0.00049	8.1	0.2	2.9	3	0	0	3	3	3	1	NCBIFAM: epsilon family phenol-soluble modulin
PSM_alpha_1_2	NF033425.2	UniRef90_A0A3A0U9Y8	-	8.9e-06	13.6	3.9	2e-05	12.5	3.9	1.6	1	0	0	1	1	1	1	NCBIFAM: alpha-1/alpha-2 family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_A0A2S5JIJ9	-	1.4e-05	12.6	0.1	4.2e-05	11.1	0.0	1.8	2	0	0	2	2	2	1	Delta lysin family
PSM_delta	NF033392.1	MET_02807023	-	4.3e-05	11.5	0.1	6.5e-05	11.0	0.1	1.3	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_epsilo	NF033428.5	genome_04671798	-	6.1e-05	11.0	1.2	0.00012	10.0	1.2	1.5	1	0	0	1	1	1	1	NCBIFAM: epsilon family phenol-soluble modulin
PSM_epsilo	NF033428.5	UniRef90_UPI0012EAADD9	-	0.0012	6.8	8.2	9.8e-05	10.3	0.8	2.5	2	0	0	2	2	2	1	NCBIFAM: epsilon family phenol-soluble modulin
PSM_epsilo	NF033428.5	DP_06303658	-	8.4e-07	16.9	0.8	1.5e-06	16.1	0.8	1.3	1	0	0	1	1	1	1	NCBIFAM: epsilon family phenol-soluble modulin
PSM_alpha_1_2	NF033425.2	MET_02822996	-	1.6e-05	12.8	0.0	2.6e-05	12.1	0.0	1.3	1	0	0	1	1	1	1	NCBIFAM: alpha-1/alpha-2 family phenol-soluble modulin
PSM_epsilo	NF033428.5	UniRef90_A0A7X9W9G6	-	2.3e-06	15.5	0.8	4.9e-06	14.4	0.8	1.5	1	0	0	1	1	1	1	NCBIFAM: epsilon family phenol-soluble modulin
Delta_lysin	PF05372.13	MET_02741498	-	2.7e-05	11.6	0.4	4.5e-05	10.9	0.4	1.4	1	0	0	1	1	1	1	Delta lysin family
Delta_lysin	PF05372.13	MET_00869241	-	0.079	0.6	15.8	0.0005	7.6	0.1	3.5	3	0	0	3	3	3	0	Delta lysin family
Delta_lysin	PF05372.13	MET_01948339	-	2.9e-05	11.6	3.0	2.6e-05	11.7	0.8	2.0	2	0	0	2	2	2	1	Delta lysin family
PSM_alpha_1_2	NF033425.2	UniRef90_UPI000B6EB8D0	-	0.0026	5.8	7.7	0.00077	7.4	0.6	2.7	3	0	0	3	3	3	2	NCBIFAM: alpha-1/alpha-2 family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_A0A269XFK8	-	7.3e-19	55.0	6.9	8.8e-19	54.8	6.9	1.1	1	0	0	1	1	1	1	Delta lysin family
PSM_delta	NF033392.1	UniRef90_A0A269XFK8	-	2.1e-08	22.0	2.8	2.9e-08	21.6	2.8	1.2	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_O86940	-	5.3e-19	55.5	2.9	5.6e-19	55.4	2.9	1.0	1	0	0	1	1	1	1	Delta lysin family
PSM_delta	NF033392.1	UniRef90_O86940	-	1.4e-08	22.6	2.0	1.6e-08	22.5	2.0	1.1	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_epsilo	NF033428.5	MET_00486779	-	0.00049	8.1	6.9	0.00095	7.1	2.3	2.6	1	1	1	2	2	2	2	NCBIFAM: epsilon family phenol-soluble modulin
PSM_delta	NF033392.1	MET_02537648	-	0.00023	9.2	4.5	0.00047	8.2	4.5	1.6	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_UPI000A888E3F	-	4.2e-05	11.0	0.1	6.7e-05	10.4	0.1	1.3	1	0	0	1	1	1	1	Delta lysin family
PSM_delta	NF033392.1	UniRef90_UPI000A888E3F	-	4.8e-05	11.4	0.1	7.5e-05	10.8	0.1	1.3	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
Delta_lysin	PF05372.13	DP_06591473	-	1.2e-05	12.8	0.7	2.3e-05	11.9	0.1	1.8	2	0	0	2	2	2	1	Delta lysin family
PSM_epsilo	NF033428.5	MET_01940903	-	0.00062	7.7	7.1	0.0008	7.4	1.3	2.7	2	0	0	2	2	2	2	NCBIFAM: epsilon family phenol-soluble modulin
PSM_epsilo	NF033428.5	UniRef90_Q2U6F7	-	4	-23.1	36.5	0.08	1.0	2.3	5.2	6	0	0	6	6	6	0	NCBIFAM: epsilon family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_A0A5N6EIA2	-	0.00025	8.6	4.0	0.00026	8.5	0.8	2.3	2	0	0	2	2	2	1	Delta lysin family
PSM_epsilo	NF033428.5	UniRef90_A0A5N6SYV7	-	4	-13.5	26.6	0.055	1.5	0.2	5.1	6	0	0	6	6	6	0	NCBIFAM: epsilon family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_Q9HGZ4	-	3.5e-05	11.3	0.4	7e-05	10.3	0.4	1.5	1	0	0	1	1	1	1	Delta lysin family
PSM_delta	NF033392.1	MET_00005337	-	4	-57.0	89.2	0.026	2.7	0.6	8.4	8	1	1	9	9	9	0	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_delta	NF033392.1	MET_00005471	-	4	-57.0	89.2	0.026	2.7	0.6	8.4	8	1	1	9	9	9	0	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_delta	NF033392.1	DP_01556101	-	0.0011	7.0	6.1	0.0003	8.9	2.0	2.2	2	0	0	2	2	2	1	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_delta	NF033392.1	UniRef90_A0A1B8PYD3	-	0.0026	5.9	9.6	0.00079	7.5	1.9	2.6	2	1	0	2	2	2	2	NCBIFAM: PSM-delta family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_UPI0015737290	-	1e-05	13.0	0.1	2.9e-05	11.6	0.1	1.8	1	0	0	1	1	1	1	Delta lysin family
PSM_delta	NF033392.1	MET_00005911	-	4	-59.9	86.3	0.066	1.4	6.3	6.9	8	0	0	8	8	8	0	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_delta	NF033392.1	MET_00006237	-	4	-57.5	84.8	0.065	1.4	6.3	7.2	8	0	0	8	8	8	0	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_delta	NF033392.1	MET_00010232	-	4	-57.5	84.7	0.058	1.6	6.3	7.1	8	0	0	8	8	8	0	NCBIFAM: PSM-delta family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_A0A6B8QZQ5	-	1.3e-24	73.5	6.0	1.5e-24	73.3	6.0	1.1	1	0	0	1	1	1	1	Delta lysin family
PSM_delta	NF033392.1	UniRef90_A0A6B8QZQ5	-	7.4e-08	20.3	2.6	8.9e-08	20.1	2.6	1.1	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_alpha_1_2	NF033425.2	UniRef90_O85486	-	1.9e-17	50.8	2.5	2e-17	50.7	2.5	1.0	1	0	0	1	1	1	1	NCBIFAM: alpha-1/alpha-2 family phenol-soluble modulin
PSM_epsilo	NF033428.5	MET_02632921	-	5.3e-06	14.3	0.4	8.4e-06	13.7	0.4	1.3	1	0	0	1	1	1	1	NCBIFAM: epsilon family phenol-soluble modulin
PSM_delta	NF033392.1	UniRef90_A0A087I0Y4	-	2.4e-05	12.3	0.2	5.2e-05	11.3	0.2	1.6	1	0	0	1	1	1	1	NCBIFAM: PSM-delta family phenol-soluble modulin
Delta_lysin	PF05372.13	UniRef90_A0A5Z1K5M5	-	1.8	-3.7	17.6	0.06	1.0	7.0	3.1	2	1	0	2	2	2	0	Delta lysin family
PSM_delta	NF033392.1	MET_00005341	-	4	-55.5	82.2	0.015	3.5	0.5	8.2	7	2	1	8	8	8	0	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_delta	NF033392.1	MET_00005342	-	4	-55.3	82.2	0.015	3.5	0.5	8.3	7	2	1	8	8	8	0	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_delta	NF033392.1	MET_00059003	-	4	-52.4	94.3	0.001	7.1	1.5	9.5	7	2	1	8	8	8	0	NCBIFAM: PSM-delta family phenol-soluble modulin
PSM_alpha_1_2	NF033425.2	MET_03037026	-	6.5e-05	10.8	0.6	6.5e-05	10.8	0.6	1.9	2	1	0	2	2	2	1	NCBIFAM: alpha-1/alpha-2 family phenol-soluble modulin
