feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	source
COG5662	Tw_RNA	Tw_RNA	-2.31545537419837	0.520468237238057	72	24	3.28261300217635e-5	0.0010370831586536807	bacteria
COG0327	Tw_RNA	Tw_RNA	1.85923806333623	0.409714554060472	72	55	3.72537091091653e-5	0.0011573485629914019	bacteria
COG5438	Tw_RNA	Tw_RNA	1.33260167574408	0.290967545842503	72	36	3.85655882673129e-5	0.0011784632218077254	bacteria
COG2017	Tw_RNA	Tw_RNA	1.57852358947664	0.364597276132697	72	49	5.0307937069302e-5	0.00151248378543837	bacteria
COG4264	Tw_RNA	Tw_RNA	1.67469199179174	0.377687973571968	72	50	5.19758261507015e-5	0.001537824443569962	bacteria
COG1947	Tw_RNA	Tw_RNA	1.69062036316304	0.392869234902746	72	59	5.52187741163989e-5	0.0016082467961401178	bacteria
COG0390	Tw_RNA	Tw_RNA	1.81370342160191	0.412156181104723	72	44	6.17594141726582e-5	0.0017442355760278012	bacteria
COG2868	Tw_RNA	Tw_RNA	-1.23257955868776	0.288533222208137	72	36	6.17048912218788e-5	0.0017442355760278012	bacteria
COG0587	Tw_RNA	Tw_RNA	1.72846458544774	0.405556380022526	72	64	6.39046504792397e-5	0.0017655383177893494	bacteria
30GFV	Tw_RNA	Tw_RNA	-2.67843852480157	0.608978017241069	72	10	6.49038156524609e-5	0.0017655383177893494	bacteria
COG0470	Tw_RNA	Tw_RNA	1.783314157689	0.399887274634891	72	57	6.59786170697485e-5	0.0017655383177893494	bacteria
COG1985	Tw_RNA	Tw_RNA	1.74946034893525	0.411842217324769	72	64	6.71542788228795e-5	0.0017655383177893494	bacteria
COG0051	Tw_RNA	Tw_RNA	-0.869035443300834	0.199837656808614	72	63	6.72495818471265e-5	0.0017655383177893494	bacteria
COG0413	Tw_RNA	Tw_RNA	1.71013371402096	0.407482387546341	72	39	8.03446822086533e-5	0.002080034550512913	bacteria
COG0391	Tw_RNA	Tw_RNA	1.83848254758647	0.424421334787666	72	57	8.28449477014885e-5	0.0021153833221311583	bacteria
COG0516	Tw_RNA	Tw_RNA	1.77881761415653	0.425130375469534	72	64	8.39833053830245e-5	0.002115471368026455	bacteria
COG0172	Tw_RNA	Tw_RNA	-1.0269208426633	0.233216160924113	72	72	8.56466017213359e-5	0.0021286035414476013	bacteria
COG1074	Tw_RNA	Tw_RNA	2.07563139543414	0.4995343289833	72	55	9.29406703037842e-5	0.0022299618051993854	bacteria
COG4760	Tw_RNA	Tw_RNA	-1.8340823213385	0.441609008627563	72	54	9.35745720519201e-5	0.0022299618051993854	bacteria
COG0180	Tw_RNA	Tw_RNA	1.55630416634666	0.374749259619394	72	62	9.36594000964164e-5	0.0022299618051993854	bacteria
COG4644	Tw_RNA	Tw_RNA	-3.35705041525764	0.787428273838	72	42	9.45101838040512e-5	0.0022299618051993854	bacteria
COG1180	Tw_RNA	Tw_RNA	-1.77539509198012	0.418382491464863	72	35	1.010867857261e-4	0.0023501324868054965	bacteria
COG0736	Tw_RNA	Tw_RNA	1.62279913078313	0.383153907824059	72	21	1.0212485591805e-4	0.0023501324868054965	bacteria
COG3266	Tw_RNA	Tw_RNA	-1.36792657248677	0.324121593802805	72	69	1.0914086996522e-4	0.0024809583123801228	bacteria
COG0510	Tw_RNA	Tw_RNA	1.92140489082635	0.45235702286586	72	61	1.1158798718024e-4	0.0025060241940237033	bacteria
COG1609	Tw_RNA	Tw_RNA	1.0936298084429	0.260341537322388	72	71	1.1333295623782e-4	0.0025149122669916248	bacteria
COG1482	Tw_RNA	Tw_RNA	1.92114270390274	0.469488899316686	72	59	1.1571262374577e-4	0.002537509772495474	bacteria
COG1228	Tw_RNA	Tw_RNA	2.02952737974703	0.484396237721052	72	50	1.212234492288e-4	0.002627447783284688	bacteria
COG3442	Tw_RNA	Tw_RNA	1.67506807160684	0.411775087352829	72	55	1.2573609746656e-4	0.002693932019283538	bacteria
COG0535	Tw_RNA	Tw_RNA	1.85110630566453	0.440385711884036	72	52	1.3064476862067e-4	0.0027672937353287377	bacteria
COG0441	Tw_RNA	Tw_RNA	1.47252341578215	0.356162558742862	72	64	1.3648561721579e-4	0.002858530230227332	bacteria
305BU	Tw_RNA	Tw_RNA	-1.49969717364391	0.362066473864601	72	14	1.3978071566675e-4	0.002895013933364689	bacteria
COG1277	Tw_RNA	Tw_RNA	1.61220499477818	0.387371509909465	72	43	1.4303805547837e-4	0.002929922367161337	bacteria
COG1792	Tw_RNA	Tw_RNA	1.66565834830807	0.413849791560849	72	35	1.4582779769795e-4	0.002954597988141074	bacteria
COG1765	Tw_RNA	Tw_RNA	-1.78260737146961	0.434991344418116	72	44	1.5292069063143e-4	0.003064991046634253	bacteria
COG0768	Tw_RNA	Tw_RNA	1.72052891335168	0.417981115979037	72	65	1.5805395224511e-4	0.0031341762445200537	bacteria
COG2195	Tw_RNA	Tw_RNA	1.47940299154342	0.35761846044135	72	45	1.6040270360658e-4	0.0031472698897122646	bacteria
COG2252	Tw_RNA	Tw_RNA	1.69692465894001	0.425373888396307	72	64	1.6467012513787e-4	0.003197344929760309	bacteria
COG0612	Tw_RNA	Tw_RNA	1.91464392897176	0.481371012503996	72	57	1.7141395282842e-4	0.0032939753409502565	bacteria
COG2103	Tw_RNA	Tw_RNA	1.92817842903542	0.470763898721459	72	33	1.7408193976662e-4	0.003311109548214078	bacteria
COG0733	Tw_RNA	Tw_RNA	1.96305847302576	0.474238233485003	72	58	1.786882516304e-4	0.003364392939788541	bacteria
COG0082	Tw_RNA	Tw_RNA	1.4208744721101	0.359103059073642	72	64	1.8394998999986e-4	0.00342882781359739	bacteria
COG2759	Tw_RNA	Tw_RNA	1.9951948082065	0.507466440659681	72	63	2.0026242046957e-4	0.0036959321955968164	bacteria
305E0	Tw_RNA	Tw_RNA	-1.80238558171142	0.447943913997231	72	3	2.0544533778423e-4	0.0037544128395078894	bacteria
COG2801	Tw_RNA	Tw_RNA	-1.47837823450973	0.370519932037021	72	69	2.1600209105973e-4	0.003909008715877056	bacteria
COG0744	Tw_RNA	Tw_RNA	1.37186415557838	0.35184631002597	72	69	2.2360314919548e-4	0.004007656443272834	bacteria
COG0220	Tw_RNA	Tw_RNA	1.48828538759936	0.382435270762615	72	62	2.2928082447972e-4	0.0040552548122207615	bacteria
COG1115	Tw_RNA	Tw_RNA	1.63266165663513	0.419719895921823	72	62	2.3060998395676e-4	0.0040552548122207615	bacteria
COG2256	Tw_RNA	Tw_RNA	1.56958839645741	0.392925809141796	72	63	2.3580882406161e-4	0.00409695045678366	bacteria
COG2088	Tw_RNA	Tw_RNA	-1.60212098884499	0.404936936813893	72	35	2.3855291163951e-4	0.00409695045678366	bacteria
COG4803	Tw_RNA	Tw_RNA	-2.61250289886309	0.658899453646823	72	12	2.3957489259089e-4	0.00409695045678366	bacteria
COG1113	Tw_RNA	Tw_RNA	1.27488721668147	0.329696019587664	72	70	2.4916702913468e-4	0.004195556137330061	bacteria
COG0840	Tw_RNA	Tw_RNA	-2.50044557652328	0.646770183694357	72	44	2.498426669762e-4	0.004195556137330061	bacteria
COG0647	Tw_RNA	Tw_RNA	1.60779175189503	0.417564170009273	72	63	2.6329140718853e-4	0.004381921276780535	bacteria
COG1612	Tw_RNA	Tw_RNA	1.83023514666102	0.464238188780823	72	64	2.6948022230499e-4	0.004445231277668153	bacteria
COG1316	Tw_RNA	Tw_RNA	1.65295169847409	0.430673773299289	72	65	2.7439303501212e-4	0.004486566818092909	bacteria
COG0488	Tw_RNA	Tw_RNA	-0.713685286440394	0.180179412077987	72	72	2.7724965769215e-4	0.0044938553212014575	bacteria
COG3001	Tw_RNA	Tw_RNA	1.67372599140577	0.428493139959255	72	60	2.848266796098e-4	0.004576870093040235	bacteria
COG0359	Tw_RNA	Tw_RNA	-0.959765061538631	0.245298496064943	72	70	2.8938263601769e-4	0.004610335329375847	bacteria
33FSC	Tw_RNA	Tw_RNA	-2.68069691558626	0.676348238064071	72	30	2.9250720436573e-4	0.004620622279133227	bacteria
COG1146	Tw_RNA	Tw_RNA	-1.66077748193722	0.425737929462661	72	35	3.0208323154116e-4	0.004731791122627918	bacteria
COG0325	Tw_RNA	Tw_RNA	1.44303597248625	0.373212120336637	72	64	3.1921593097293e-4	0.004930611243831029	bacteria
COG1738	Tw_RNA	Tw_RNA	1.69327523387744	0.430644914177627	72	47	3.2006650241607e-4	0.004930611243831029	bacteria
COG2162	Tw_RNA	Tw_RNA	-2.35244681421082	0.621992071333899	72	17	3.3056007233693e-4	0.0050505243839019465	bacteria
COG0181	Tw_RNA	Tw_RNA	1.2334867218207	0.327426454702522	72	66	3.4728107248646e-4	0.005262861131014321	bacteria
COG3293	Tw_RNA	Tw_RNA	-2.30298951453822	0.599754797374135	72	43	3.5113701317565e-4	0.005278382198059771	bacteria
COG0343	Tw_RNA	Tw_RNA	1.27241630761997	0.339132802349819	72	68	3.6522773694547e-4	0.005446276013330849	bacteria
COG0178	Tw_RNA	Tw_RNA	1.07502936787338	0.281398544744372	72	69	3.7276969272875e-4	0.005514624660685636	bacteria
COG3560	Tw_RNA	Tw_RNA	-2.21997472814695	0.593651984386739	72	24	3.8053412921039e-4	0.005585162337387142	bacteria
COG0682	Tw_RNA	Tw_RNA	1.36237661759022	0.364594371573451	72	62	3.8409937829462e-4	0.005593447196415404	bacteria
COG0484	Tw_RNA	Tw_RNA	-0.99200049397135	0.256135081360303	72	72	3.9015562509838e-4	0.0056344974532457435	bacteria
305E8	Tw_RNA	Tw_RNA	-2.00816814707983	0.52802454415827	72	16	3.9296387817701e-4	0.0056344974532457435	bacteria
COG0154	Tw_RNA	Tw_RNA	1.20275130151102	0.31790158187857	72	68	4.0473042071911e-4	0.005758912245957412	bacteria
COG0363	Tw_RNA	Tw_RNA	1.57542657562523	0.424133985517866	72	64	4.1323551276222e-4	0.0058353863317331675	bacteria
COG0827	Tw_RNA	Tw_RNA	1.90127699861441	0.499625551592055	72	50	4.185682083284e-4	0.0058662491753694555	bacteria
COG0621	Tw_RNA	Tw_RNA	1.74118556974399	0.460422466114061	72	65	4.2263426887105e-4	0.005879031919221173	bacteria
COG1159	Tw_RNA	Tw_RNA	1.16408738021846	0.314178995228858	72	64	4.2601218324509e-4	0.005882123774584057	bacteria
COG0064	Tw_RNA	Tw_RNA	1.3599280804104	0.368028347975279	72	67	4.4019869139758e-4	0.006033311476213891	bacteria
COG0351	Tw_RNA	Tw_RNA	1.48221669803664	0.394925911420946	72	67	4.5011671820112e-4	0.006124215786327648	bacteria
COG0557	Tw_RNA	Tw_RNA	1.56514474388491	0.425046876911208	72	60	4.5914209876172e-4	0.006201745449940913	bacteria
COG0662	Tw_RNA	Tw_RNA	-2.27780121844651	0.604631954803537	72	32	4.6622472231075e-4	0.006252107067534087	bacteria
COG2382	Tw_RNA	Tw_RNA	1.30498315207525	0.347550663288835	72	20	4.7142120805528e-4	0.006275484235074218	bacteria
COG1048	Tw_RNA	Tw_RNA	1.05372068429657	0.28695486180144397	72	70	4.747013289407e-4	0.006275484235074218	bacteria
COG1193	Tw_RNA	Tw_RNA	1.41159230878928	0.377669046559925	72	36	4.9281587621586e-4	0.00646907600891805	bacteria
COG0423	Tw_RNA	Tw_RNA	1.41826765102833	0.388620795655704	72	67	5.109322955594e-4	0.006624714446725918	bacteria
COG3344	Tw_RNA	Tw_RNA	-1.70148567101298	0.452811997804834	72	39	5.1204758524414e-4	0.006624714446725918	bacteria
3NYGG	Tw_RNA	Tw_RNA	-2.03708665865812	0.546005696322082	72	36	5.1533454655325e-4	0.006624714446725918	fungi
COG1386	Tw_RNA	Tw_RNA	1.19946923584279	0.316365837628768	72	32	5.2049781062753e-4	0.006643613953016764	bacteria
COG1359	Tw_RNA	Tw_RNA	-1.3200601455122	0.356013720474695	72	42	5.2749724519661e-4	0.006643613953016764	bacteria
COG0313	Tw_RNA	Tw_RNA	1.25649299404985	0.338570528323424	72	52	5.271246387405e-4	0.006643613953016764	bacteria
COG1045	Tw_RNA	Tw_RNA	1.35745023488717	0.363798375622745	72	62	5.3390292191032e-4	0.00667916138550897	bacteria
3P0H0	Tw_RNA	Tw_RNA	-2.22902263237416	0.601200431581098	72	31	5.4692314399415e-4	0.006796431602700637	fungi
COG3385	Tw_RNA	Tw_RNA	-2.27124373942481	0.614497687545082	72	43	5.5156419797093e-4	0.0068087130133630035	bacteria
COG0188	Tw_RNA	Tw_RNA	0.753346450681413	0.204338571007058	72	71	5.576633985595e-4	0.0068379917500979775	bacteria
COG1506	Tw_RNA	Tw_RNA	1.51266518725507	0.408895740666118	72	46	5.6127292798551e-4	0.0068379917500979775	bacteria
COG0060	Tw_RNA	Tw_RNA	1.52330399191574	0.413871464992858	72	67	5.733429261095e-4	0.006939683209533168	bacteria
COG2608	Tw_RNA	Tw_RNA	-1.3134713934618	0.358248354419327	72	66	6.2356566190502e-4	0.00749887995994166	bacteria
3059S	Tw_RNA	Tw_RNA	-1.15415941655837	0.314560271627593	72	6	6.3130773722372e-4	0.0075433180909295775	bacteria
COG0015	Tw_RNA	Tw_RNA	1.54132926214183	0.423685174492386	72	63	6.5563677022439e-4	0.007784120635020783	bacteria
COG0716	Tw_RNA	Tw_RNA	-2.14969175026783	0.589826128616128	72	14	6.7209699982606e-4	0.007929043086555544	bacteria
COG0234	Tw_RNA	Tw_RNA	-0.958797516938218	0.263563447102673	72	49	6.7672969886023e-4	0.007933485274688483	bacteria
COG2165	Tw_RNA	Tw_RNA	-1.92505023137201	0.530846947931731	72	13	6.8664418385001e-4	0.007999404741852617	bacteria
COG1381	Tw_RNA	Tw_RNA	1.50489991582058	0.413941003398896	72	57	7.2084559852221e-4	0.00830043433899806	bacteria
COG1194	Tw_RNA	Tw_RNA	1.42840806544924	0.403222581022112	72	50	7.2138967967687e-4	0.00830043433899806	bacteria
COG0559	Tw_RNA	Tw_RNA	-2.41077245527342	0.670111085168458	72	29	7.2798605006619e-4	0.008324944768855081	bacteria
32NQJ	Tw_RNA	Tw_RNA	-1.65337127555868	0.459748046909331	72	4	7.4668245891622e-4	0.008486683557438012	bacteria
COG0569	Tw_RNA	Tw_RNA	1.18878274534537	0.330901282837547	72	65	7.593942120921e-4	0.008578853402058632	bacteria
COG2267	Tw_RNA	Tw_RNA	-0.685316691840528	0.189862942052509	72	72	7.8124306686653e-4	0.00877251250987477	bacteria
COG2329	Tw_RNA	Tw_RNA	-1.372642894148	0.390693765758343	72	45	7.9161302424728e-4	0.008829215907188348	bacteria
COG0165	Tw_RNA	Tw_RNA	1.60123469120483	0.445404336661219	72	60	7.9576624056204e-4	0.008829215907188348	bacteria
32W86	Tw_RNA	Tw_RNA	-2.65445943921421	0.740528107876054	72	14	8.0159840395348e-4	0.008841298372599329	bacteria
COG3203	Tw_RNA	Tw_RNA	-2.74547602564631	0.767177088844192	72	31	8.1627278836177e-4	0.008950191044154936	bacteria
COG3290	Tw_RNA	Tw_RNA	1.5297627718612	0.437554683653861	72	37	8.3602402797975e-4	0.00909640743060041	bacteria
COG4584	Tw_RNA	Tw_RNA	-2.22197290402364	0.622617596340688	72	47	8.3936806763051e-4	0.00909640743060041	bacteria
COG0364	Tw_RNA	Tw_RNA	1.60121428038276	0.458451881197117	72	65	8.4537770710804e-4	0.00909897019458269	bacteria
COG3104	Tw_RNA	Tw_RNA	1.63228087741348	0.457954862581138	72	59	8.4936738940847e-4	0.00909897019458269	bacteria
COG0109	Tw_RNA	Tw_RNA	1.65995589147134	0.476158993017759	72	63	8.6301606045436e-4	0.009192353923925298	bacteria
COG1940	Tw_RNA	Tw_RNA	0.968577174068438	0.273347913434178	72	71	8.7640404082428e-4	0.009281915523275331	bacteria
COG0238	Tw_RNA	Tw_RNA	-0.560604383038717	0.157968790192786	72	51	8.8570804533053e-4	0.009327456477379141	bacteria
COG0275	Tw_RNA	Tw_RNA	1.38703413181473	0.390700643153044	72	63	8.9353251581348e-4	0.009356992188069251	bacteria
COG0124	Tw_RNA	Tw_RNA	1.256039423544	0.35548980180827	72	64	9.0197119867826e-4	0.009358573998760491	bacteria
COG2390	Tw_RNA	Tw_RNA	1.36485427958683	0.385655456493163	72	68	9.0372495696185e-4	0.009358573998760491	bacteria
COG0320	Tw_RNA	Tw_RNA	1.37186505860083	0.395416694723412	72	67	9.0988126509444e-4	0.0093702689399781	bacteria
COG0225	Tw_RNA	Tw_RNA	-0.686500574983592	0.194332305156261	72	72	9.2787191404418e-4	0.009455227136498757	bacteria
3NX80	Tw_RNA	Tw_RNA	-1.85385019319763	0.524376203595484	72	34	9.2827605470991e-4	0.009455227136498757	fungi
33MCB	Tw_RNA	Tw_RNA	-2.502941434409	0.70711270790565	72	28	9.3807356319023e-4	0.00947378356135699	bacteria
COG1162	Tw_RNA	Tw_RNA	1.37987509695623	0.398922390718659	72	59	9.4026285346086e-4	0.00947378356135699	bacteria
COG0749	Tw_RNA	Tw_RNA	1.28944709658338	0.372973778463465	72	65	9.4561458668216e-4	0.009476481664384657	bacteria
COG1409	Tw_RNA	Tw_RNA	-1.35387042459785	0.392465732233373	72	67	9.6837963351708e-4	0.009627890249598696	bacteria
3P5CB	Tw_RNA	Tw_RNA	-2.30373695160914	0.65490775119475	72	14	9.7105330843592e-4	0.009627890249598696	fungi
COG4873	Tw_RNA	Tw_RNA	-1.34083053617047	0.383369523947087	72	29	9.9408654055162e-4	0.00980411275972603	bacteria
COG4974	Tw_RNA	Tw_RNA	1.4707408725559	0.427672378237668	72	64	0.00100154898804812	0.009825722703798398	bacteria
COG0084	Tw_RNA	Tw_RNA	1.42514694356393	0.406824897243772	72	65	0.00101549508095557	0.009910381313618757	bacteria
COG1195	Tw_RNA	Tw_RNA	1.23495890141963	0.359975997340244	72	65	0.00102790352957029	0.009928009004058588	bacteria
COG1070	Tw_RNA	Tw_RNA	1.64143863250057	0.478584512470891	72	55	0.00103078445336299	0.009928009004058588	bacteria
33A0C	Tw_RNA	Tw_RNA	-1.48451147420565	0.426189511998962	72	5	0.00104322884380716	0.009928009004058588	bacteria
COG1028	Tw_RNA	Tw_RNA	-0.601335448219592	0.171618929168983	72	72	0.0010476288850103	0.009928009004058588	bacteria
COG1413	Tw_RNA	Tw_RNA	1.57662819757507	0.460354458576397	72	46	0.00104695592728394	0.009928009004058588	bacteria
COG0012	Tw_RNA	Tw_RNA	1.41450433478212	0.413100995194123	72	66	0.00104925846233881	0.009928009004058588	bacteria
COG2131	Tw_RNA	Tw_RNA	1.37937846480888	0.390674884236353	72	20	0.0010574723625247	0.009931304600820751	bacteria
COG0458	Tw_RNA	Tw_RNA	1.32471970773769	0.3873396690667	72	67	0.00106270983663991	0.009931304600820751	bacteria
COG2409	Tw_RNA	Tw_RNA	0.989870258898791	0.283893230769751	72	71	0.00106559062240566	0.009931304600820751	bacteria
COG0205	Tw_RNA	Tw_RNA	0.750941732359116	0.213906040021945	72	72	0.0010899810780267299	0.010108083231053853	bacteria
COG3181	Tw_RNA	Tw_RNA	-2.28928877586521	0.659056029506899	72	31	0.00109786992396992	0.010130839298415498	bacteria
COG3464	Tw_RNA	Tw_RNA	-1.9434730947852	0.570925481193197	72	45	0.00111714190881793	0.010257894177520304	bacteria
COG0772	Tw_RNA	Tw_RNA	1.32223886902947	0.389308970210495	72	66	0.00114431835817058	0.010455928527597849	bacteria
30EVW	Tw_RNA	Tw_RNA	-1.70848191962814	0.492429832641664	72	13	0.00116515740465552	0.010594406840379947	bacteria
COG1414	Tw_RNA	Tw_RNA	-1.8244830603736	0.529852624634803	72	47	0.0011739477758176	0.01062251773846605	bacteria
COG0818	Tw_RNA	Tw_RNA	1.16879210554834	0.34547102196618	72	12	0.0011923215285303	0.010720399321043482	bacteria
COG0701	Tw_RNA	Tw_RNA	1.72175781159578	0.49439640882222	72	43	0.00119626773539541	0.010720399321043482	bacteria
